Name:;Daten Ger. INSTR 04.09.2020 14:34:57
Verantwortlich:;Labor
Kommentare:;
Datum der Datenerfassung:;04.09.2020 14:34:58
Messgerät:;34970A;Adresse:;ASRL4::INSTR;Module:;2;Steckplatz1:;34901A;Steckplatz2:;34907A
Kanäle gesamt:;10
Kanal;Name;Funktion;Bereich;Auflösung;ErwEinstellungen;Skalieren;Verstärkung;Offset;Bezeichnung;Test;Niedrig;Hoch;Hardware-Alarm
101;Windgeschwindigkeit in m pro s;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-5;0;;Aus;0;1;Alarm 1
102;Windrichtung in Grad;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-36;0;;Aus;0;1;Alarm 1
103;Relative Feuchte in V;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;False;10;0;;Aus;0;1;Alarm 1
104;Temperature;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-10;-30;C;Aus;0;1;Alarm 1
107;TA GBS;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;1272,5;-1541,1;;Aus;0;1;Alarm 1
109;ENNOS SSR81;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;13670,8192;0;;Aus;0;1;Alarm 1
111;CM3;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;51587,7358;0;;Aus;0;1;Alarm 1
112;CM11;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;197164;0;;Aus;0;1;Alarm 1
113;CM11 Schattenring;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;228578,6956;0;;Aus;0;1;Alarm 1
203;Niederschlag;Summieren;;;Totalize#Rise;False;1;0;;Aus;0;1;Alarm 1
Scan-Steuerung:;Aktion starten:;Sofort;Aktion stoppen::;Von Benutzer beendet
Scan;Zeit;101 <Windgeschwindigkeit in m pro s>;Alarm 101;102 <Windrichtung in Grad>;Alarm 102;103 <Relative Feuchte in V>;Alarm 103;104 <Temperature> (C);Alarm 104;107 <TA GBS>;Alarm 107;109 <ENNOS SSR81>;Alarm 109;111 <CM3>;Alarm 111;112 <CM11>;Alarm 112;113 <CM11 Schattenring>;Alarm 113;203 <Niederschlag>;Alarm 203
610;04.09.2020 14:45:07;1,7348173;0;262,78007;0;6,9587373;0;27,033111;0;328,56223;0;391,39681;0;415,05269;0;400,41623;0;368,27045;0;0;0
611;04.09.2020 14:45:08;1,6195952;0;91,788534;0;6,9587373;0;26,985483;0;328,25722;0;390,81201;0;414,40304;0;400,06744;0;368,34177;0;0;0
612;04.09.2020 14:45:09;1,4660092;0;43,397006;0;6,9586643;0;26,985066;0;329,90167;0;390,20305;0;413,83929;0;399,61594;0;367,98496;0;0;0
613;04.09.2020 14:45:10;1,4133166;0;26,13724;0;6,9584454;0;27,029255;0;325,76401;0;389,50871;0;413,20033;0;398,93888;0;367,88987;0;0;0
614;04.09.2020 14:45:11;1,305329;0;21,351106;0;6,9640733;0;27,021439;0;325,80371;0;388,91822;0;412,70101;0;398,40535;0;367,53283;0;0;0
615;04.09.2020 14:45:12;1,1773084;0;19,040049;0;6,9640316;0;27,034466;0;326,20162;0;388,25377;0;412,11575;0;397,81031;0;367,34265;0;0;0
616;04.09.2020 14:45:13;1,133771;0;18,044479;0;6,9634375;0;27,033632;0;324,92848;0;387,58645;0;411,45537;0;397,15356;0;367,15224;0;0;0
617;04.09.2020 14:45:14;1,0039131;0;17,608507;0;6,9635418;0;27,034466;0;326,82489;0;386,91203;0;410,75739;0;396,66104;0;366,79543;0;0;0
618;04.09.2020 14:45:15;0,870006;0;17,436276;0;6,9615512;0;27,033424;0;325,60482;0;386,2433;0;410,1453;0;395,96328;0;366,15313;0;0;0
619;04.09.2020 14:45:16;0,9145845;0;17,300621;0;6,9730987;0;27,035404;0;326,12209;0;385,52333;0;409,53321;0;395,38874;0;365,84386;0;0;0
620;04.09.2020 14:45:17;0,74876195;0;17,245871;0;6,9634375;0;27,023523;0;325,44563;0;384,79058;0;408,79762;0;394,67067;0;365,32041;0;0;0
621;04.09.2020 14:45:18;0,78139035;0;17,178568;0;6,9587685;0;27,034883;0;319,65028;0;384,0066;0;408,22314;0;394,09594;0;365,03492;0;0;0
622;04.09.2020 14:45:19;0,7011388;0;17,104107;0;6,9586539;0;27,035195;0;323,21774;0;383,21693;0;407,50365;0;393,25464;0;364,55925;0;0;0
623;04.09.2020 14:45:20;0,7658126;0;17,089155;0;6,9587477;0;27,034257;0;321,22844;0;382,3746;0;406,79494;0;392,72111;0;364,10712;0;0;0
624;04.09.2020 14:45:21;0,78846885;0;17,092265;0;6,9586747;0;27,033215;0;321,30797;0;381,55363;0;406,02179;0;391,92082;0;363,3935;0;0;0
625;04.09.2020 14:45:22;0,79399625;0;17,094064;0;6,9569134;0;27,034153;0;322,52804;0;380,69424;0;405,13587;0;391,10003;0;362,98891;0;0;0
626;04.09.2020 14:45:23;0,7052453;0;17,071168;0;6,9734113;0;27,022272;0;321,74558;0;379,85334;0;404,23386;0;390,40227;0;362,41815;0;0;0
627;04.09.2020 14:45:24;0,76751455;0;17,051269;0;6,9635418;0;27,028525;0;322,88612;0;378,99395;0;403,5251;0;389,60198;0;361,77562;0;0;0
628;04.09.2020 14:45:25;0,69401355;0;17,040813;0;6,9591646;0;27,024774;0;319,27897;0;378,08476;0;402,66069;0;388,8427;0;361,01445;0;0;0
629;04.09.2020 14:45:26;0,7636891;0;17,055803;0;6,9593;0;27,079905;0;318,48314;0;377,16275;0;401,72644;0;388,04241;0;360,41969;0;0;0
630;04.09.2020 14:45:27;0,6928841;0;17,047709;0;6,9591854;0;27,021855;0;318,64233;0;376,22369;0;400,82443;0;387,01637;0;359,77738;0;0;0
631;04.09.2020 14:45:28;0,66877575;0;155,06116;0;6,9587477;0;27,034049;0;319,09318;0;375,18075;0;399,88481;0;386,11356;0;359,13507;0;0;0
632;04.09.2020 14:45:29;0,7554448;0;149,2326;0;6,9733071;0;27,024044;0;318,78816;0;374,27868;0;399,06333;0;385,41579;0;358,30236;0;0;0
633;04.09.2020 14:45:30;0,7839668;0;152,48324;0;6,9637189;0;27,033007;0;314,5842;0;373,28127;0;398,19356;0;384,26672;0;357,46965;0;0;0
634;04.09.2020 14:45:31;0,7921538;0;154,3937;0;6,9588102;0;27,034362;0;313,62932;0;372,24826;0;397,17878;0;383,54845;0;356,51808;0;0;0
635;04.09.2020 14:45:32;0,7946989;0;151,79777;0;6,9587477;0;27,066565;0;315,27377;0;371,20675;0;396,12102;0;382,50191;0;355,89954;0;0;0
636;04.09.2020 14:45:33;0,8871243;0;141,8365;0;6,9588519;0;27,081573;0;315,06165;0;370,17377;0;395,00425;0;381,6196;0;355,16215;0;0;0
637;04.09.2020 14:45:34;0,8284671;0;139,07923;0;6,9588832;0;27,069067;0;314,66374;0;369,12087;0;393,86597;0;380,73709;0;354,23435;0;0;0
638;04.09.2020 14:45:35;0,71520715;0;138,2148;0;6,9589144;0;27,070005;0;310,34042;0;368,07366;0;392,77065;0;379,58802;0;353,25877;0;0;0
639;04.09.2020 14:45:36;0,76905515;0;124,10019;0;6,97338;0;27,071568;0;309,80991;0;367,00512;0;391,70222;0;378,6647;0;352,28343;0;0;0
640;04.09.2020 14:45:37;0,695627;0;104,52845;0;6,9635939;0;27,083866;0;311,65338;0;365,9508;0;390,54248;0;377,55644;0;351,61735;0;0;0
641;04.09.2020 14:45:38;0,764017;0;75,214181;0;6,958508;0;27,083449;0;312,51537;0;364,87228;0;389,3183;0;376,5304;0;350,57069;0;0;0
642;04.09.2020 14:45:39;0,6917755;0;144,84176;0;6,9636668;0;27,065106;0;312,0644;0;363,78096;0;388,20689;0;375,48385;0;349,78552;0;0;0
643;04.09.2020 14:45:40;0,668375;0;205,03668;0;6,9593313;0;27,08199;0;307,62172;0;362,65692;0;387,26191;0;374,4168;0;348,88149;0;0;0
644;04.09.2020 14:45:41;0,7538834;0;208,87637;0;6,9614053;0;27,070943;0;305,11515;0;361,47883;0;386,20421;0;373,37026;0;347,81083;0;0;0
645;04.09.2020 14:45:42;0,78237925;0;211,48317;0;6,9731612;0;27,082198;0;305,84468;0;360,29217;0;385,21089;0;372,34421;0;346,81171;0;0;0
646;04.09.2020 14:45:43;0,6992599;0;220,8824;0;6,9635209;0;27,071047;0;306,95862;0;359,08845;0;384,15318;0;371,11312;0;345,74128;0;0;0
647;04.09.2020 14:45:44;0,76333515;0;221,26247;0;6,9636772;0;27,082719;0;307,90027;0;357,84775;0;382,98271;0;369,92284;0;344,74193;0;0;0
648;04.09.2020 14:45:45;0,6931131;0;165,29368;0;6,963771;0;27,085116;0;302,72807;0;356,60134;0;381,84442;0;368,71226;0;343,71904;0;0;0
649;04.09.2020 14:45:46;0,7626013;0;87,601424;0;6,9588311;0;27,094913;0;302,02514;0;355,32648;0;380,52362;0;367,6245;0;342,71992;0;0;0
650;04.09.2020 14:45:47;0,7862881;0;80,745599;0;6,9587373;0;27,085846;0;301,90578;0;354,0317;0;379,21355;0;366,45493;0;341,60172;0;0;0
651;04.09.2020 14:45:48;0,8849227;0;106,11513;0;6,9616345;0;27,085221;0;309,66408;0;352,74119;0;377,84978;0;365,10061;0;340,45974;0;0;0
652;04.09.2020 14:45:49;0,9180196;0;104,41439;0;6,9731508;0;27,073444;0;297,42327;0;351,42221;0;376,50747;0;363,97184;0;339,10381;0;0;0
653;04.09.2020 14:45:50;0,9290276;0;103,55033;0;6,9635626;0;27,083866;0;295,84512;0;350,09329;0;375,05243;0;362,515;0;338,00937;0;0;0
654;04.09.2020 14:45:51;0,93273335;0;103,30496;0;6,9633542;0;27,070526;0;296,91936;0;348,72595;0;373,5974;0;361,20169;0;336,70099;0;0;0
655;04.09.2020 14:45:52;0,93273335;0;89,996256;0;6,9634896;0;27,084074;0;297,06519;0;347,38421;0;372,12622;0;359,9704;0;335,55901;0;0;0
656;04.09.2020 14:45:53;0,84182245;0;68,504674;0;6,9634584;0;27,070109;0;292,26443;0;346,0311;0;370,60139;0;358,80082;0;334,32194;0;0;0
657;04.09.2020 14:45:54;0,8127749;0;100,86923;0;6,9640212;0;27,08324;0;294,24049;0;344,65237;0;369,20006;0;357,38479;0;333,08488;0;0;0
658;04.09.2020 14:45:55;0,8028391;0;138,53746;0;6,9698887;0;27,070109;0;290,84546;0;343,27929;0;367,71279;0;355,94845;0;331,80026;0;0;0
659;04.09.2020 14:45:56;0,70606245;0;99,960905;0;6,9682733;0;27,082615;0;287,63609;0;341,92048;0;366,25239;0;354,55312;0;330,39656;0;0;0
660;04.09.2020 14:45:57;0,6713677;0;81,835146;0;6,9633542;0;27,083136;0;288,06047;0;340,55598;0;364,96915;0;353,1986;0;328,96909;0;0;0
661;04.09.2020 14:45:58;0,66162965;0;113,37691;0;6,9635105;0;27,084387;0;288,67051;0;339,19718;0;363,51411;0;352,00852;0;327,9462;0;0;0
662;04.09.2020 14:45:59;0,5545165;0;132,44927;0;6,9635939;0;27,085533;0;289,18765;0;337,82129;0;362,11815;0;350,44895;0;326,59027;0;0;0
663;04.09.2020 14:46:00;0,27959136;0;110,05761;0;6,9616762;0;27,083449;0;286,77397;0;336,3017;0;360,79193;0;348,9304;0;324,97239;0;0;0
664;04.09.2020 14:46:01;0,08957611;0;96,503159;0;6,9636251;0;27,071568;0;284,38689;0;335,01119;0;359,75033;0;347,76082;0;323,9495;0;0;0
665;04.09.2020 14:46:02;0,085012785;0;89,126568;0;6,9731403;0;27,073965;0;286,72104;0;333,58267;0;358,54224;0;346,34479;0;322,66489;0;0;0
666;04.09.2020 14:46:03;0,08491131;0;86,83754;0;6,9683463;0;27,085638;0;280,27569;0;332,14845;0;357,33421;0;344,84693;0;321,26118;0;0;0
667;04.09.2020 14:46:04;0,084974275;0;86,081911;0;6,9635626;0;27,071776;0;280,10327;0;330,69574;0;355,94898;0;343,45141;0;319,80994;0;0;0
668;04.09.2020 14:46:05;0,084973235;0;150,5904;0;6,9634375;0;27,119926;0;282,02627;0;329,23305;0;354,4778;0;342,05608;0;318,69196;0;0;0
669;04.09.2020 14:46:06;0,084986765;0;58,000504;0;6,9635522;0;27,08991;0;277,33151;0;327,76612;0;352,99594;0;340,435;0;317,3358;0;0;0
670;04.09.2020 14:46:07;0,08495138;0;30,00245;0;6,9616241;0;27,132849;0;277,75589;0;326,16115;0;351,31;0;338,79321;0;315,86078;0;0;0
671;04.09.2020 14:46:08;0,084985205;0;147,83164;0;6,9732029;0;27,120655;0;276,1911;0;324,69137;0;349,64021;0;337,41839;0;314,43354;0;0;0
672;04.09.2020 14:46:09;0,083497925;0;164,8776;0;6,9711914;0;27,124407;0;277,35811;0;323,35817;0;348,10997;0;335,92033;0;313,22024;0;0;0
673;04.09.2020 14:46:10;0,085102815;0;123,35356;0;6,9642504;0;27,131077;0;271,88089;0;321,914;0;346,50997;0;334,5045;0;311,57859;0;0;0
674;04.09.2020 14:46:11;0,17019831;0;133,86561;0;6,9636877;0;27,121593;0;271,89425;0;320,45416;0;344,83482;0;333,00645;0;310,34152;0;0;0
675;04.09.2020 14:46:12;0,19706457;0;124,39358;0;6,9635418;0;27,140665;0;269,32138;0;318,99433;0;343,25086;0;331,57011;0;308,98559;0;0;0
676;04.09.2020 14:46:13;0,27119484;0;137,79383;0;6,9636251;0;27,130973;0;271,05872;0;317,56154;0;341,52201;0;329,88731;0;307,43926;0;0;0
677;04.09.2020 14:46:14;0,40120619;0;153,02689;0;6,9616241;0;27,119926;0;271,60246;0;316,12305;0;339,78241;0;328,5535;0;305,96424;0;0;0
678;04.09.2020 14:46:15;0,57125816;0;124,61344;0;6,9730778;0;27,131702;0;264,93176;0;314,68457;0;338,05356;0;327,09665;0;304,56054;0;0;0
679;04.09.2020 14:46:16;0,626248;0;81,143676;0;6,9636668;0;27,128888;0;268,47262;0;313,15076;0;336,22265;0;325,35234;0;303,03798;0;0;0
680;04.09.2020 14:46:17;0,6433663;0;93,980012;0;6,9634584;0;27,13066;0;266,54962;0;311,88585;0;334,64949;0;324,05954;0;301,70582;0;0;0
681;04.09.2020 14:46:18;0,648113;0;170,63412;0;6,9635626;0;27,132015;0;267,31885;0;310,51424;0;333,07095;0;322,47947;0;300,15949;0;0;0
682;04.09.2020 14:46:19;0,5475682;0;184,06025;0;6,9634271;0;27,14275;0;262,23954;0;309,16112;0;331,70718;0;321,00212;0;298,87464;0;0;0
683;04.09.2020 14:46:20;0,61724895;0;220,21231;0;6,963375;0;27,132328;0;265,19695;0;307,83077;0;330,41857;0;319,58608;0;297,49494;0;0;0
684;04.09.2020 14:46:21;0,5364093;0;224,53186;0;6,961572;0;27,130869;0;260,82057;0;306,52318;0;329,08167;0;318,21126;0;296,01993;0;0;0
685;04.09.2020 14:46:22;0,61525555;0;209,75206;0;6,9784868;0;27,131181;0;259,38824;0;305,23125;0;327,6481;0;316,73371;0;294,75909;0;0;0
686;04.09.2020 14:46:23;0,64056095;0;197,40347;0;6,966783;0;27,128888;0;260,01151;0;303,96066;0;326,17156;0;315,46141;0;293,4507;0;0;0
687;04.09.2020 14:46:24;0,74466065;0;207,50055;0;6,963448;0;27,128993;0;256,33806;0;302,68296;0;324,73262;0;313,90185;0;292,26118;0;0;0
688;04.09.2020 14:46:25;0,77850695;0;202,23102;0;6,9632708;0;27,130452;0;255,67496;0;301,44651;0;323,2453;0;312,71176;0;290,78616;0;0;0
689;04.09.2020 14:46:26;0,8814043;0;226,08664;0;6,9634688;0;27,143375;0;254,8262;0;300,23563;0;321,73656;0;311,25472;0;289,47777;0;0;0
690;04.09.2020 14:46:27;0,82340815;0;198,46188;0;6,9635209;0;27,130973;0;255,31688;0;299,04045;0;320,40498;0;309,75687;0;288,47843;0;0;0
691;04.09.2020 14:46:28;0,89576945;0;214,24381;0;6,9731924;0;27,133057;0;252,33287;0;297,86519;0;319,05735;0;308,54608;0;287,2889;0;0;0
692;04.09.2020 14:46:29;0,8304241;0;199,3477;0;6,9681899;0;27,133891;0;252,85014;0;296,68993;0;317,63988;0;307,17126;0;285,9092;0;0;0
693;04.09.2020 14:46:30;0,89878295;0;210,07209;0;6,9681795;0;27,13462;0;251,13939;0;295,55593;0;316,26537;0;305,75523;0;284,81477;0;0;0
694;04.09.2020 14:46:31;0,9208926;0;209,08572;0;6,9635001;0;27,13066;0;250,03855;0;294,42619;0;314,89623;0;304,56515;0;283,72056;0;0;0
695;04.09.2020 14:46:32;0,92834055;0;210,55196;0;6,9682942;0;27,133474;0;246,74965;0;293,30501;0;313,46266;0;303,41588;0;282,6499;0;0;0
696;04.09.2020 14:46:33;1,1369771;0;212,91489;0;6,9635626;0;27,181206;0;248,57976;0;292,1952;0;312,14186;0;302,04105;0;281,50792;0;0;0
697;04.09.2020 14:46:34;1,2075166;0;189,27725;0;6,9638336;0;27,180581;0;248,06261;0;291,11668;0;311,00358;0;300,91249;0;280,27085;0;0;0
698;04.09.2020 14:46:35;1,2293348;0;212,24631;0;6,973255;0;27,18006;0;249,00414;0;290,03391;0;309,83847;0;299,6812;0;279,03379;0;0;0
699;04.09.2020 14:46:36;1,1477352;0;191,85067;0;6,9683775;0;27,180685;0;244,41563;0;288,97246;0;308,68409;0;298,28587;0;278,05844;0;0;0
700;04.09.2020 14:46:37;1,211212;0;193,56003;0;6,968909;0;27,18006;0;245,87442;0;287,93808;0;307,45996;0;297,23932;0;276,94023;0;0;0
701;04.09.2020 14:46:38;1,141906;0;204,00679;0;6,9689612;0;27,179226;0;249,50817;0;286,91505;0;306,41294;0;296,04904;0;275,8698;0;0;0
702;04.09.2020 14:46:39;1,1179903;0;221,66279;0;6,9682004;0;27,181728;0;241,49791;0;285,91195;0;305,3606;0;294,92047;0;274,96577;0;0;0
703;04.09.2020 14:46:40;1,2007505;0;214,64789;0;6,9617388;0;27,17933;0;240,68898;0;284,91881;0;304,56058;0;293,7714;0;273,94265;0;0;0
704;04.09.2020 14:46:41;1,3210056;0;230,05988;0;6,9730882;0;27,182457;0;242,43956;0;283,94844;0;303,82504;0;292,80688;0;272,8009;0;0;0
705;04.09.2020 14:46:42;1,2680632;0;199,49515;0;6,9683254;0;27,180477;0;237,78463;0;282,97237;0;302,98205;0;291,6578;0;271,99196;0;0;0
706;04.09.2020 14:46:43;1,457057;0;202,36722;0;6,9681066;0;27,180268;0;236,04729;0;282,01907;0;302,10691;0;290,42652;0;271,01662;0;0;0
707;04.09.2020 14:46:44;2,0866928;0;189,28663;0;6,9681795;0;27,180894;0;237,00217;0;281,07716;0;301,11896;0;289,5235;0;270,32677;0;0;0
708;04.09.2020 14:46:45;2,593825;0;130,49604;0;6,9682837;0;27,180164;0;237,93046;0;280,14236;0;300,10417;0;288,43595;0;269,20856;0;0;0
709;04.09.2020 14:46:46;2,5891043;0;105,27395;0;6,9683358;0;27,181623;0;232,94404;0;279,22889;0;298,96594;0;287,24587;0;268,30453;0;0;0
710;04.09.2020 14:46:47;2,383924;0;139,09199;0;6,9663244;0;27,180894;0;233,20923;0;278,32112;0;297,70416;0;286,30184;0;267,47182;0;0;0
711;04.09.2020 14:46:48;2,2252997;0;169,02381;0;6,9778198;0;27,180685;0;234,31007;0;277,429;0;296,40482;0;285,09126;0;266,68688;0;0;0
712;04.09.2020 14:46:49;2,0568073;0;160,64059;0;6,9731508;0;27,18402;0;234,31007;0;276,56108;0;295,15918;0;284,16774;0;265,73508;0;0;0
713;04.09.2020 14:46:50;2,0004767;0;147,31501;0;6,9681691;0;27,183812;0;235,45048;0;275,69031;0;293,98334;0;283,20321;0;264,90259;0;0;0
714;04.09.2020 14:46:51;1,8884294;0;163,05531;0;6,9687214;0;27,183708;0;230,94151;0;274,85226;0;292,72697;0;282,25939;0;264,04611;0;0;0
715;04.09.2020 14:46:52;1,8512886;0;154,72612;0;6,9682525;0;27,192149;0;229,38982;0;274,03127;0;291,51889;0;281,37688;0;263,2134;0;0;0
716;04.09.2020 14:46:53;1,7487399;0;161,22138;0;6,9681587;0;27,180685;0;233,56731;0;273,216;0;290,55781;0;280,35084;0;262,33314;0;0;0
717;04.09.2020 14:46:54;1,6209328;0;160,61508;0;6,977851;0;27,181728;0;226,16721;0;272,40924;0;289,50547;0;279,48904;0;261,47666;0;0;0
718;04.09.2020 14:46:55;1,5787382;0;144,3255;0;6,9730778;0;27,180685;0;227,89132;0;271,62095;0;288,49606;0;278,52471;0;260,78681;0;0;0
719;04.09.2020 14:46:56;1,5631604;0;162,42836;0;6,9681274;0;27,181936;0;226,14075;0;270,85831;0;287,39538;0;277,74493;0;259,95409;0;0;0
720;04.09.2020 14:46:57;1,4445865;0;169,71641;0;6,9680649;0;27,179643;0;225,7959;0;270,09567;0;286,35377;0;276,86242;0;259,12161;0;0;0
721;04.09.2020 14:46:58;1,3138907;0;156,91309;0;6,9681795;0;27,179747;0;225,47765;0;269,35295;0;285,31753;0;275,87739;0;258,21758;0;0;0
722;04.09.2020 14:46:59;1,1783754;0;136,38725;0;6,9680649;0;27,191941;0;222,24168;0;268,60739;0;284,33494;0;275,17982;0;257,55127;0;0;0
723;04.09.2020 14:47:00;1,133391;0;138,59824;0;6,9682316;0;27,179852;0;222,14891;0;267,8789;0;283,25577;0;274,25631;0;256,76633;0;0;0
724;04.09.2020 14:47:01;1,1174958;0;157,74338;0;6,9779136;0;27,17808;0;223,09044;0;267,19166;0;282,40205;0;273,43551;0;255,95739;0;0;0
725;04.09.2020 14:47:02;0,99791215;0;177,38264;0;6,9729423;0;27,17933;0;223,51482;0;266,50585;0;281,6826;0;272,71724;0;255,22;0;0;0
726;04.09.2020 14:47:03;0,9561962;0;175,66278;0;6,9680961;0;27,179435;0;220,4911;0;265,84566;0;281,01681;0;271,95797;0;254,17311;0;0;0
727;04.09.2020 14:47:04;0,8520549;0;193,31203;0;6,9683463;0;27,177663;0;222,13555;0;265,19258;0;280,30274;0;271,05515;0;253,95916;0;0;0
728;04.09.2020 14:47:05;0,8163401;0;126,97788;0;6,9687944;0;27,17933;0;220,5574;0;264,56369;0;279,57251;0;270,33688;0;253,19776;0;0;0
729;04.09.2020 14:47:06;0,8039373;0;155,95149;0;6,9677731;0;27,190899;0;218,22338;0;263,92625;0;278,71347;0;269,61881;0;252,72209;0;0;0
730;04.09.2020 14:47:07;0,80112155;0;159,19949;0;6,9780282;0;27,181206;0;220,98178;0;263,3116;0;278,05841;0;268,90054;0;251,84184;0;0;0
731;04.09.2020 14:47:08;0,8907937;0;143,93381;0;6,9729736;0;27,178393;0;220,43804;0;262,69835;0;277,38189;0;268,01804;0;251,24707;0;0;0
732;04.09.2020 14:47:09;0,8281184;0;139,69868;0;6,968315;0;27,183082;0;213,68781;0;262,06661;0;276,58187;0;267,46401;0;250,60477;0;0;0
733;04.09.2020 14:47:10;0,8995689;0;148,56026;0;6,9682629;0;27,181936;0;214,70899;0;261,47186;0;275,82482;0;266,80745;0;249,79583;0;0;0
734;04.09.2020 14:47:11;1,0376501;0;174,01232;0;6,968242;0;27,182457;0;215,13337;0;260,87997;0;275,1322;0;266,13019;0;249,3677;0;0;0
735;04.09.2020 14:47:12;0,96817225;0;183,48396;0;6,9682316;0;27,181519;0;216,06166;0;260,28522;0;274,52011;0;265,37091;0;248,8918;0;0;0
736;04.09.2020 14:47:13;0,94588045;0;141,27859;0;6,9663557;0;27,179122;0;215,01401;0;259,71182;0;273,83286;0;264,77587;0;248,4159;0;0;0
737;04.09.2020 14:47:14;0,93847415;0;133,80858;0;6,9778927;0;27,179226;0;216,44621;0;259,13557;0;273,19931;0;264,0371;0;247,82114;0;0;0
738;04.09.2020 14:47:15;1,1415676;0;194,29352;0;6,9731716;0;27,180685;0;213,11747;0;258,5579;0;272,58722;0;263,31883;0;247,25037;0;0;0
739;04.09.2020 14:47:16;1,2090468;0;200,83908;0;6,9682108;0;27,176517;0;211,84434;0;257,9788;0;271,87315;0;262,88803;0;246,58407;0;0;0
740;04.09.2020 14:47:17;1,2310836;0;176,54035;0;6,9681482;0;27,17808;0;214,15201;0;257,41394;0;271,26106;0;262,16976;0;245,94176;0;0;0
741;04.09.2020 14:47:18;1,2385836;0;185,81388;0;6,9684609;0;27,226959;0;211,45979;0;256,83626;0;270,64897;0;261,53371;0;245,29946;0;0;0
742;04.09.2020 14:47:19;1,0359118;0;124,57705;0;6,9691071;0;27,229147;0;210,65086;0;256,24153;0;270,03151;0;260,97968;0;244,91887;0;0;0
743;04.09.2020 14:47:20;1,0823639;0;140,47832;0;6,9728798;0;27,178705;0;210,29278;0;255,65817;0;269,30666;0;260,26141;0;244,39543;0;0;0
744;04.09.2020 14:47:21;0,9846192;0;188,50061;0;6,9744952;0;27,228626;0;210,42537;0;255,07623;0;268,60331;0;259,56365;0;243,87198;0;0;0
745;04.09.2020 14:47:22;0,86082485;0;224,76297;0;6,9732133;0;27,227792;0;210,29278;0;254,48574;0;267,96439;0;258,98911;0;243,44385;0;0;0
746;04.09.2020 14:47:23;0,9102021;0;146,48509;0;6,9730257;0;27,228001;0;207,8525;0;253,86539;0;267,18583;0;258,41457;0;242,65869;0;0;0
747;04.09.2020 14:47:24;1,1324177;0;85,839163;0;6,9730778;0;27,231127;0;207,8128;0;253,27348;0;266,43956;0;257,81953;0;242,2781;0;0;0
748;04.09.2020 14:47:25;1,4128325;0;135,17127;0;6,9682629;0;27,228626;0;207,00375;0;252,63321;0;265,68251;0;257,26531;0;241,58825;0;0;0
749;04.09.2020 14:47:26;1,6877302;0;148,91518;0;6,9733384;0;27,229564;0;207,20276;0;252,02567;0;264,97375;0;256,60875;0;241,25521;0;0;0
750;04.09.2020 14:47:27;2,0754871;0;171,22805;0;6,9828327;0;27,180998;0;206,99051;0;251,39819;0;264,31338;0;255,9725;0;240,30364;0;0;0
751;04.09.2020 14:47:28;2,2069219;0;166,79744;0;6,9728589;0;27,228001;0;209,48372;0;250,75649;0;263,71738;0;255,37746;0;239,73265;0;0;0
752;04.09.2020 14:47:29;2,1630722;0;190,24937;0;6,9729736;0;27,227584;0;207,00375;0;250,09345;0;263,16436;0;254,7209;0;239,18543;0;0;0
753;04.09.2020 14:47:30;1,9426054;0;160,53779;0;6,9731299;0;27,228209;0;207,38842;0;249,45175;0;262,49857;0;254,04364;0;238,73353;0;0;0
754;04.09.2020 14:47:31;1,7768662;0;125,92398;0;6,9729215;0;27,230502;0;203,1711;0;248,81148;0;261,76835;0;253,38709;0;237,92459;0;0;0
755;04.09.2020 14:47:32;1,6311602;0;162,58107;0;6,9733279;0;27,23811;0;204,4973;0;248,15413;0;261,04354;0;252,64832;0;237,3536;0;0;0
756;04.09.2020 14:47:33;1,581226;0;133,25105;0;6,9744431;0;27,234567;0;202,36217;0;247,52097;0;260,31868;0;252,1763;0;236,7113;0;0;0
757;04.09.2020 14:47:34;1,4506604;0;112,09564;0;6,979925;0;27,227584;0;204,24535;0;246,86362;0;259,51334;0;251,19127;0;236,14031;0;0;0
758;04.09.2020 14:47:35;1,4054991;0;128,09858;0;6,973849;0;27,227897;0;205,49189;0;246,21622;0;258,77775;0;250,8835;0;235,52177;0;0;0
759;04.09.2020 14:47:36;1,5049197;0;129,03506;0;6,9730465;0;27,228105;0;202,73349;0;245,56314;0;258,07441;0;249,93948;0;234,76038;0;0;0
760;04.09.2020 14:47:37;1,6305825;0;164,20639;0;6,9730674;0;27,226542;0;200,77066;0;244,9129;0;257,42471;0;249,36494;0;234,11807;0;0;0
761;04.09.2020 14:47:38;1,8543646;0;139,81724;0;6,9729423;0;27,227584;0;200,18722;0;244,2584;0;256,72673;0;248,7699;0;233,45199;0;0;0
