Name:;Daten Ger. INSTR 04.09.2020 14:18:43
Verantwortlich:;Labor
Kommentare:;
Datum der Datenerfassung:;04.09.2020 14:18:43
Messgerät:;34970A;Adresse:;ASRL4::INSTR;Module:;2;Steckplatz1:;34901A;Steckplatz2:;34907A
Kanäle gesamt:;10
Kanal;Name;Funktion;Bereich;Auflösung;ErwEinstellungen;Skalieren;Verstärkung;Offset;Bezeichnung;Test;Niedrig;Hoch;Hardware-Alarm
101;Windgeschwindigkeit in m pro s;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-5;0;;Aus;0;1;Alarm 1
102;Windrichtung in Grad;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-36;0;;Aus;0;1;Alarm 1
103;Relative Feuchte in V;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;False;10;0;;Aus;0;1;Alarm 1
104;Temperature;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;-10;-30;C;Aus;0;1;Alarm 1
107;TA GBS;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;1272,5;-1541,1;;Aus;0;1;Alarm 1
109;ENNOS SSR81;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;13670,8192;0;;Aus;0;1;Alarm 1
111;CM3;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;51587,7358;0;;Aus;0;1;Alarm 1
112;CM11;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;197164;0;;Aus;0;1;Alarm 1
113;CM11 Schattenring;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;True;228578,6956;0;;Aus;0;1;Alarm 1
203;Niederschlag;Summieren;;;Totalize#Rise;False;1;0;;Aus;0;1;Alarm 1
Scan-Steuerung:;Aktion starten:;Sofort;Aktion stoppen::;Von Benutzer beendet
Scan;Zeit;101 <Windgeschwindigkeit in m pro s>;Alarm 101;102 <Windrichtung in Grad>;Alarm 102;103 <Relative Feuchte in V>;Alarm 103;104 <Temperature> (C);Alarm 104;107 <TA GBS>;Alarm 107;109 <ENNOS SSR81>;Alarm 109;111 <CM3>;Alarm 111;112 <CM11>;Alarm 112;113 <CM11 Schattenring>;Alarm 113;203 <Niederschlag>;Alarm 203
88;04.09.2020 14:20:10;1,1246783;0;56,097914;0;5,988207;0;24,133109;0;199,60365;0;243,26382;0;250,3965;0;238,91998;0;209,30517;0;0;0
89;04.09.2020 14:20:11;1,0644857;0;52,107404;0;5,9880298;0;24,135402;0;199,69654;0;243,40895;0;250,74013;0;239,35098;0;209,32894;0;0;0
90;04.09.2020 14:20:12;0,97898245;0;63,396094;0;5,9882278;0;24,143948;0;204,48407;0;243,68071;0;250,93343;0;239,53573;0;209,70952;0;0;0
91;04.09.2020 14:20:13;0,9511008;0;59,910592;0;5,9895306;0;24,134359;0;200,95644;0;243,78744;0;251,09985;0;239,8435;0;209,97125;0;0;0
92;04.09.2020 14:20:14;0,93978055;0;140,03034;0;5,9932512;0;24,134464;0;200,38611;0;243,91407;0;251,3307;0;240,04875;0;210,13765;0;0;0
93;04.09.2020 14:20:15;0,9368711;0;126,96813;0;6,0038294;0;24,135402;0;200,79725;0;244,23848;0;251,54546;0;240,23329;0;210,56601;0;0;0
94;04.09.2020 14:20:16;1,1155649;0;53,587152;0;6,0027247;0;24,135506;0;201,02274;0;244,45617;0;251,86226;0;240,54126;0;210,73241;0;0;0
95;04.09.2020 14:20:17;1,449073;0;169,06171;0;6,0032771;0;24,125188;0;200,12092;0;244,6255;0;252,08775;0;240,76682;0;210,89905;0;0;0
96;04.09.2020 14:20:18;1,648825;0;210,65439;0;6,0034334;0;24,134359;0;207,24247;0;244,82896;0;252,37231;0;241,15681;0;211,25586;0;0;0
97;04.09.2020 14:20:19;1,7281449;0;211,59273;0;6,0027664;0;24,120186;0;204,82879;0;244,95418;0;252,62468;0;241,17731;0;211,23209;0;0;0
98;04.09.2020 14:20:20;1,7021057;0;226,00822;0;5,9957629;0;24,126856;0;204,6299;0;245,06658;0;252,85558;0;241,50559;0;211,73176;0;0;0
99;04.09.2020 14:20:21;1,6561376;0;236,55252;0;6,0026413;0;24,126439;0;204,6299;0;245,17898;0;253,04883;0;241,73134;0;211,87439;0;0;0
100;04.09.2020 14:20:22;1,5871074;0;236,94197;0;5,9895723;0;24,124875;0;205,13393;0;245,26435;0;253,27437;0;241,89558;0;211,92194;0;0;0
101;04.09.2020 14:20:23;1,5658149;0;228,15017;0;5,9849866;0;24,125709;0;203,25063;0;245,36821;0;253,52669;0;242,08013;0;212,42161;0;0;0
102;04.09.2020 14:20:24;1,6385925;0;221,74646;0;5,9798695;0;24,125292;0;204,11275;0;245,46071;0;253,78979;0;242,26487;0;212,46915;0;0;0
103;04.09.2020 14:20:25;1,7678933;0;220,48358;0;5,9738143;0;24,136548;0;202,86609;0;245,56884;0;254,08507;0;242,26487;0;212,68333;0;0;0
104;04.09.2020 14:20:26;1,9790385;0;220,02547;0;5,9691453;0;24,147595;0;210,6375;0;245,65847;0;254,26764;0;242,36759;0;212,96883;0;0;0
105;04.09.2020 14:20:27;2,3610128;0;214,28133;0;5,9620897;0;24,12425;0;203,71484;0;245,74527;0;254,48777;0;242,65486;0;212,92128;0;0;0
106;04.09.2020 14:20:28;2,6413701;0;213,35049;0;5,9691036;0;24,12623;0;204,5902;0;245,83206;0;254,6757;0;242,57264;0;213,13523;0;0;0
107;04.09.2020 14:20:29;2,7103378;0;236,89282;0;5,9594321;0;24,124875;0;203,9668;0;245,90889;0;254,70253;0;242,92162;0;213,37318;0;0;0
108;04.09.2020 14:20:30;2,5399041;0;264,38363;0;5,9594008;0;24,127481;0;205,8898;0;246,00137;0;254,82603;0;242,96263;0;213,65868;0;0;0
109;04.09.2020 14:20:31;2,3287384;0;216,20117;0;5,9593383;0;24,129878;0;203,95356;0;246,07678;0;254,94953;0;243,08566;0;213,51605;0;0;0
110;04.09.2020 14:20:32;2,1161464;0;215,23018;0;5,9593591;0;24,132483;0;203,264;0;246,14793;0;255,0623;0;243,08566;0;213,80154;0;0;0
111;04.09.2020 14:20:33;1,9671093;0;226,42318;0;5,9558365;0;24,133005;0;212,71969;0;246,19773;0;255,14283;0;243,31142;0;213,65868;0;0;0
112;04.09.2020 14:20:34;1,8912816;0;164,10171;0;5,9599636;0;24,127794;0;202,11022;0;246,28026;0;255,15356;0;243,29091;0;214,01549;0;0;0
113;04.09.2020 14:20:35;1,7627562;0;109,18117;0;5,9590882;0;24,125918;0;205,05428;0;246,33859;0;255,1321;0;243,45515;0;213,82531;0;0;0
114;04.09.2020 14:20:36;1,6777059;0;74,219558;0;5,9559199;0;24,13634;0;203,67501;0;246,37985;0;255,1321;0;243,43464;0;214,15835;0;0;0
115;04.09.2020 14:20:37;1,5973086;0;92,735136;0;5,9557427;0;24,125397;0;204,86862;0;246,41969;0;255,1858;0;243,70141;0;213,89663;0;0;0
116;04.09.2020 14:20:38;1,4806189;0;151,23986;0;5,9591403;0;24,136861;0;204,27182;0;246,46665;0;255,21263;0;243,59868;0;214,01549;0;0;0
117;04.09.2020 14:20:39;1,3245604;0;158,95187;0;5,9592758;0;24,127064;0;203,74144;0;246,48372;0;255,20726;0;243,70141;0;214,18212;0;0;0
118;04.09.2020 14:20:40;1,2721333;0;218,88114;0;5,9595572;0;24,136548;0;208,5819;0;246,5008;0;255,16966;0;243,80393;0;214,22967;0;0;0
119;04.09.2020 14:20:41;1,2155631;0;234,93921;0;5,9653517;0;24,136235;0;204,41777;0;246,50933;0;255,2019;0;243,6397;0;214,25344;0;0;0
120;04.09.2020 14:20:42;1,0938351;0;227,25685;0;5,9594321;0;24,136965;0;204,23211;0;246,52214;0;255,15356;0;243,80393;0;213,96795;0;0;0
121;04.09.2020 14:20:43;0,9888142;0;237,52351;0;5,9595155;0;24,126439;0;206,02239;0;246,53209;0;255,11059;0;243,78343;0;214,2059;0;0;0
122;04.09.2020 14:20:44;0,95367715;0;254,63173;0;5,9605056;0;24,124771;0;204,90845;0;246,5264;0;255,08376;0;244,00918;0;214,13458;0;0;0
123;04.09.2020 14:20:45;0,9425911;0;250,21839;0;5,9593904;0;24,135297;0;204,80232;0;246,51929;0;255,1321;0;244,13221;0;214,27721;0;0;0
124;04.09.2020 14:20:46;0,9886997;0;214,32711;0;5,9605056;0;24,128315;0;205,43895;0;246,49795;0;255,25018;0;243,96817;0;214,18212;0;0;0
125;04.09.2020 14:20:47;1,1085333;0;188,98385;0;5,9596197;0;24,137382;0;205,55831;0;246,48088;0;255,24482;0;244,11171;0;214,30098;0;0;0
126;04.09.2020 14:20:48;1,2900271;0;180,53498;0;5,9739081;0;24,138007;0;204,68296;0;246,44246;0;255,29852;0;244,00918;0;213,99172;0;0;0
127;04.09.2020 14:20:49;1,4153152;0;189,63518;0;5,9645701;0;24,137486;0;203,79437;0;246,38412;0;255,3952;0;244,15272;0;214,15835;0;0;0
128;04.09.2020 14:20:50;1,3910872;0;183,87679;0;5,9610683;0;24,136965;0;204,41777;0;246,31155;0;255,40056;0;244,0912;0;214,08681;0;0;0
129;04.09.2020 14:20:51;1,3844095;0;214,22018;0;5,9591507;0;24,136861;0;205,31959;0;246,24895;0;255,34686;0;244,05019;0;214,32476;0;0;0
130;04.09.2020 14:20:52;1,3419754;0;233,98173;0;5,9605368;0;24,125605;0;202,78655;0;246,17639;0;255,31462;0;243,92716;0;213,96795;0;0;0
131;04.09.2020 14:20:53;1,2369389;0;168,90075;0;5,9578271;0;24,12696;0;203,64855;0;246,14366;0;255,31462;0;243,88595;0;214,08681;0;0;0
132;04.09.2020 14:20:54;1,1905336;0;150,9187;0;5,9688014;0;24,126856;0;203,68837;0;246,07964;0;255,23945;0;243,86545;0;213,94417;0;0;0
133;04.09.2020 14:20:55;1,2272373;0;162,50228;0;5,9595467;0;24,138007;0;204,84215;0;245,96154;0;255,13746;0;243,94767;0;214,03926;0;0;0
134;04.09.2020 14:20:56;1,1995378;0;205,12673;0;5,9607244;0;24,134359;0;205,81027;0;245,83206;0;255,13746;0;243,76292;0;213,56359;0;0;0
135;04.09.2020 14:20:57;1,2181343;0;208,12899;0;5,959307;0;24,141134;0;203,71484;0;245,66133;0;255,01396;0;243,70141;0;213,77754;0;0;0
136;04.09.2020 14:20:58;1,3290469;0;197,88746;0;5,960516;0;24,130399;0;206,91098;0;245,45643;0;254,84218;0;243,51666;0;213,34941;0;0;0
137;04.09.2020 14:20:59;1,3230198;0;172,64739;0;5,9595051;0;24,146866;0;204,08616;0;245,22452;0;254,59517;0;243,55767;0;213,30187;0;0;0
138;04.09.2020 14:21:00;1,2701294;0;138,127;0;5,9579105;0;24,127272;0;205,99593;0;244,93994;0;254,36432;0;243,35243;0;213,4445;0;0;0
139;04.09.2020 14:21:01;1,2538907;0;163,70101;0;5,9655185;0;24,135089;0;204,09939;0;244,64969;0;254,11195;0;243,18839;0;213,11146;0;0;0
140;04.09.2020 14:21:02;1,2081464;0;226,92293;0;5,9593696;0;24,134776;0;204,81556;0;244,3267;0;253,85422;0;242,96263;0;212,9926;0;0;0
141;04.09.2020 14:21:03;1,1409327;0;215,97681;0;5,9606098;0;24,125084;0;203,74144;0;244,01652;0;253,52669;0;242,7984;0;213,04014;0;0;0
142;04.09.2020 14:21:04;1,0687639;0;186,74285;0;5,9598594;0;24,138945;0;204,69619;0;243,69638;0;253,34954;0;242,51113;0;212,80219;0;0;0
143;04.09.2020 14:21:05;0,9791386;0;208,74055;0;5,9599532;0;24,136444;0;204,19228;0;243,41321;0;253,04883;0;242,28538;0;212,77842;0;0;0
144;04.09.2020 14:21:06;1,0011494;0;199,03667;0;5,9598386;0;24,119977;0;203,15787;0;243,10872;0;252,66228;0;242,10083;0;212,54047;0;0;0
145;04.09.2020 14:21:07;1,0719961;0;192,1073;0;5,9691036;0;24,136027;0;205,73061;0;242,82273;0;252,34012;0;241,91609;0;212,35029;0;0;0
146;04.09.2020 14:21:08;1,0949645;0;165,5807;0;5,9594946;0;24,135714;0;203,37;0;242,57517;0;252,11999;0;241,42357;0;212,25498;0;0;0
147;04.09.2020 14:21:09;1,1046089;0;122,95661;0;5,9605994;0;24,126647;0;202,90591;0;242,32901;0;251,86763;0;241,23883;0;212,25498;0;0;0
148;04.09.2020 14:21:10;1,1457418;0;135,5262;0;5,9606306;0;24,125605;0;203,55565;0;242,06579;0;251,60453;0;240,86954;0;212,30275;0;0;0
149;04.09.2020 14:21:11;1,1725357;0;161,19962;0;5,9594529;0;24,126543;0;204,33811;0;241,83529;0;251,26627;0;240,78752;0;211,96948;0;0;0
150;04.09.2020 14:21:12;1,2593661;0;140,90978;0;5,9594529;0;24,125605;0;204,17905;0;241,58487;0;251,01932;0;240,35652;0;211,63644;0;0;0
151;04.09.2020 14:21:13;1,6299319;0;122,16646;0;5,9594738;0;24,14697;0;206,46001;0;241,3501;0;250,81529;0;240,25399;0;211,56513;0;0;0
152;04.09.2020 14:21:14;2,0509989;0;139,6559;0;5,9595051;0;24,123833;0;203,264;0;241,0883;0;250,60053;0;239,88451;0;211,23209;0;0;0
153;04.09.2020 14:21:15;2,3831953;0;156,90672;0;5,95444;0;24,121957;0;203,25063;0;240,86064;0;250,55219;0;239,69977;0;211,08945;0;0;0
154;04.09.2020 14:21:16;2,6103344;0;167,02969;0;5,9509591;0;24,124042;0;204,09939;0;240,59031;0;250,37499;0;239,49472;0;210,97036;0;0;0
155;04.09.2020 14:21:17;2,6473243;0;145,5051;0;5,9498961;0;24,125709;0;201,2481;0;240,33989;0;250,16023;0;239,12523;0;210,68487;0;0;0
156;04.09.2020 14:21:18;2,5189864;0;146,19282;0;5,9498648;0;24,124354;0;196,85849;0;240,09516;0;249,8166;0;238,94049;0;210,58978;0;0;0
157;04.09.2020 14:21:19;2,2706693;0;141,2816;0;5,9497501;0;24,128315;0;192,61444;0;239,83905;0;249,47834;0;238,67373;0;210,35183;0;0;0
158;04.09.2020 14:21:20;2,0713597;0;144,11577;0;5,9510112;0;24,129253;0;192,72044;0;239,59433;0;249,20451;0;238,32494;0;210,11388;0;0;0
159;04.09.2020 14:21:21;2,0048643;0;137,73868;0;5,9577646;0;24,132796;0;192,38896;0;239,33394;0;248,90386;0;238,1402;0;210,01879;0;0;0
160;04.09.2020 14:21:22;1,9438702;0;110,69093;0;5,9519804;0;24,132067;0;193,03882;0;239,07356;0;248,7052;0;237,89414;0;209,82838;0;0;0
161;04.09.2020 14:21:23;1,8295277;0;109,45693;0;5,9512613;0;24,125813;0;192,8001;0;238,8203;0;248,3884;0;237,58617;0;209,80461;0;0;0
162;04.09.2020 14:21:24;1,7005859;0;126,49126;0;5,9499377;0;24,135818;0;191,97781;0;238,55424;0;248,08774;0;237,25789;0;209,37648;0;0;0
163;04.09.2020 14:21:25;1,5548121;0;150,96935;0;5,9497814;0;24,126022;0;192,41542;0;238,3095;0;247,70651;0;237,15537;0;209,23362;0;0;0
164;04.09.2020 14:21:26;1,4911532;0;177,65165;0;5,9478325;0;24,126439;0;193,41014;0;238,02351;0;247,32533;0;236,82689;0;209,25762;0;0;0
165;04.09.2020 14:21:27;1,5367673;0;165,32783;0;5,95938;0;24,126335;0;192,69397;0;237,76313;0;246,97634;0;236,66285;0;208,94836;0;0;0
166;04.09.2020 14:21:28;1,500147;0;149,89218;0;5,9498856;0;24,126647;0;192,1767;0;237,48995;0;246,72933;0;236,25235;0;208,75795;0;0;0
167;04.09.2020 14:21:29;1,4209311;0;150,51011;0;5,9499898;0;24,124667;0;192,87963;0;237,22245;0;246,35352;0;236,08831;0;208,52;0;0;0
168;04.09.2020 14:21:30;1,4470483;0;121,43972;0;5,9462275;0;24,135402;0;193,33061;0;236,95069;0;245,96692;0;235,80105;0;208,11564;0;0;0
169;04.09.2020 14:21:31;1,6014724;0;149,71546;0;5,9450394;0;24,124875;0;193,99383;0;236,66185;0;245,65554;0;235,47257;0;207,99656;0;0;0
170;04.09.2020 14:21:32;1,7555894;0;127,94812;0;5,9462796;0;24,125292;0;193,9143;0;236,36591;0;245,328;0;235,22631;0;207,71106;0;0;0
171;04.09.2020 14:21:33;1,8459642;0;133,47166;0;5,943299;0;24,125918;0;192,97252;0;236,07991;0;245,05418;0;234,775;0;207,68729;0;0;0
172;04.09.2020 14:21:34;1,9292552;0;130,06007;0;5,9595051;0;24,135714;0;191,85845;0;235,76831;0;244,76425;0;234,59026;0;207,16407;0;0;0
173;04.09.2020 14:21:35;1,9158115;0;127,52716;0;5,9498752;0;24,126022;0;194,09996;0;235,44961;0;244,31322;0;234,44653;0;207,25916;0;0;0
174;04.09.2020 14:21:36;1,8582057;0;130,46752;0;5,950365;0;24,123312;0;188,99393;0;235,12093;0;244,00179;0;233,913;0;206,90235;0;0;0
175;04.09.2020 14:21:37;1,8407074;0;202,3267;0;5,9509487;0;24,125605;0;187,99921;0;234,79652;0;243,64743;0;233,56422;0;206,75949;0;0;0
176;04.09.2020 14:21:38;1,8352425;0;143,30086;0;5,9551383;0;24,126126;0;189,92221;0;234,43939;0;243,26625;0;233,54372;0;206,40268;0;0;0
177;04.09.2020 14:21:39;1,8330044;0;162,51053;0;5,9546172;0;24,125605;0;190,53225;0;234,11498;0;243,02461;0;233,17443;0;206,02209;0;0;0
178;04.09.2020 14:21:40;1,7918195;0;191,55277;0;5,9642679;0;24,12425;0;189,27235;0;233,78631;0;242,72932;0;232,72292;0;205,99832;0;0;0
179;04.09.2020 14:21:41;1,768242;0;185,62441;0;5,9593175;0;24,125918;0;188,60925;0;233,4434;0;242,49305;0;232,41515;0;205,59374;0;0;0
180;04.09.2020 14:21:42;1,810952;0;193,41483;0;5,9593591;0;24,123416;0;189,33877;0;233,11331;0;242,18167;0;232,31243;0;205,30847;0;0;0
181;04.09.2020 14:21:43;1,8262799;0;193,83954;0;5,9595051;0;24,128419;0;190,99646;0;232,76898;0;241,983;0;231,96364;0;205,09429;0;0;0
182;04.09.2020 14:21:44;1,8305166;0;180,27122;0;5,9558782;0;24,128315;0;189,07346;0;232,43604;0;241,73064;0;231,51214;0;204,90389;0;0;0
183;04.09.2020 14:21:45;1,7916061;0;201,96989;0;5,9556489;0;24,135089;0;188,90103;0;232,0974;0;241,43535;0;231,14285;0;204,76125;0;0;0
184;04.09.2020 14:21:46;1,6862;0;206,94902;0;5,9548256;0;24,148325;0;185,93038;0;231,76446;0;241,16152;0;230,60932;0;204,49953;0;0;0
185;04.09.2020 14:21:47;1,5989949;0;175,99407;0;5,9597552;0;24,125397;0;184,53789;0;231,44574;0;240,8018;0;230,5066;0;204,35667;0;0;0
186;04.09.2020 14:21:48;1,6127302;0;209,97529;0;5,9560346;0;24,135089;0;186,68637;0;231,10285;0;240,52261;0;230,0758;0;203,99986;0;0;0
187;04.09.2020 14:21:49;1,7498694;0;219,13327;0;5,9545963;0;24,134464;0;183,38411;0;230,74998;0;240,13601;0;229,68581;0;203,78591;0;0;0
188;04.09.2020 14:21:50;1,9494913;0;222,33964;0;5,9510841;0;24,123521;0;184,61754;0;230,38431;0;239,77092;0;229,62429;0;203,45264;0;0;0
189;04.09.2020 14:21:51;2,0271717;0;207,90575;0;5,9501358;0;24,125501;0;186,67314;0;230,03003;0;239,37896;0;229,15228;0;203,33378;0;0;0
190;04.09.2020 14:21:52;1,9466183;0;205,29181;0;5,9501253;0;24,125292;0;186,08957;0;229,66008;0;238,96017;0;228,94703;0;202,97697;0;0;0
191;04.09.2020 14:21:53;1,8707178;0;206,37798;0;5,9543254;0;24,120186;0;186,28846;0;229,28161;0;238,62191;0;228,47522;0;202,76279;0;0;0
192;04.09.2020 14:21:54;1,8033792;0;206,63311;0;5,9503233;0;24,135402;0;185,69166;0;228,89886;0;238,20848;0;228,08523;0;202,21557;0;0;0
193;04.09.2020 14:21:55;1,8641495;0;197,95762;0;5,950042;0;24,124771;0;184,1401;0;228,51328;0;237,76282;0;227,61322;0;202,26334;0;0;0
194;04.09.2020 14:21:56;2,1333272;0;206,58209;0;5,9500315;0;24,135193;0;186,80573;0;228,13054;0;237,36554;0;227,38747;0;201,83499;0;0;0
195;04.09.2020 14:21:57;2,3235388;0;208,06933;0;5,954711;0;24,123;0;186,02327;0;227,75348;0;236,90914;0;226,93616;0;201,4544;0;0;0
196;04.09.2020 14:21:58;2,3868231;0;218,39453;0;5,954638;0;24,125084;0;185,70502;0;227,35794;0;236,62459;0;226,66939;0;201,4544;0;0;0
197;04.09.2020 14:21:59;2,4076627;0;191,76288;0;5,9529184;0;24,124459;0;185,49277;0;226,97947;0;236,22189;0;226,23839;0;201,21645;0;0;0
198;04.09.2020 14:22:00;2,5864447;0;186,24722;0;5,9608912;0;24,14426;0;182,23033;0;226,58249;0;235,79237;0;225,80739;0;200,59792;0;0;0
199;04.09.2020 14:22:01;2,8249458;0;208,95365;0;5,9595155;0;24,125605;0;180,59912;0;226,17841;0;235,43265;0;225,45861;0;200,38374;0;0;0
200;04.09.2020 14:22:02;2,7729558;0;195,6941;0;5,9607661;0;24,124563;0;181,08979;0;225,78286;0;235,21248;0;225,02761;0;200,09825;0;0;0
201;04.09.2020 14:22:03;2,6525706;0;195,96048;0;5,9609224;0;24,125397;0;183,35764;0;225,38589;0;234,85275;0;224,82256;0;199,95561;0;0;0
202;04.09.2020 14:22:04;2,655095;0;178,8939;0;5,9608391;0;24,124563;0;183,55653;0;225,00172;0;234,54137;0;224,43257;0;199,55126;0;0;0
203;04.09.2020 14:22:05;2,7077666;0;174,31023;0;5,9596405;0;24,122374;0;182,20387;0;224,60475;0;234,17623;0;224,02227;0;199,36085;0;0;0
204;04.09.2020 14:22:06;2,6338232;0;195,78677;0;5,957973;0;24,123312;0;182,08451;0;224,20351;0;233,77354;0;223,52976;0;199,09913;0;0;0
205;04.09.2020 14:22:07;2,4110458;0;169,46729;0;5,9655602;0;24,145719;0;181,68659;0;223,80654;0;233,38163;0;223,18078;0;198,64723;0;0;0
206;04.09.2020 14:22:08;2,2360527;0;145,56813;0;5,9610579;0;24,128419;0;180,79801;0;223,43092;0;232,93059;0;222,93452;0;198,55191;0;0;0
207;04.09.2020 14:22:09;2,310475;0;154,85293;0;5,9598907;0;24,128315;0;181,4877;0;223,0254;0;232,32387;0;222,4422;0;198,07624;0;0;0
208;04.09.2020 14:22:10;2,4524025;0;166,5258;0;5,9606202;0;24,128106;0;180,79801;0;222,6455;0;231,98561;0;221,92918;0;197,90961;0;0;0
209;04.09.2020 14:22:11;2,3505358;0;139,79885;0;5,9545859;0;24,135297;0;181,99161;0;222,24711;0;231,57219;0;221,5802;0;197,62411;0;0;0
210;04.09.2020 14:22:12;2,2947151;0;142,16254;0;5,9499377;0;24,126647;0;177,78765;0;221,85157;0;231,23929;0;221,25192;0;197,07689;0;0;0
211;04.09.2020 14:22:13;2,472425;0;146,67494;0;5,9498023;0;24,126126;0;179,28615;0;221,47309;0;230,8742;0;220,90314;0;196,98181;0;0;0
212;04.09.2020 14:22:14;2,6451695;0;131,89061;0;5,9367019;0;24,137173;0;177,37651;0;221,06047;0;230,49839;0;220,39012;0;196,55368;0;0;0
213;04.09.2020 14:22:15;2,6124527;0;127,46075;0;5,9258944;0;24,124459;0;180,65218;0;220,67062;0;229,97756;0;220,12335;0;196,62499;0;0;0
214;04.09.2020 14:22:16;2,4437002;0;218,70556;0;5,9162854;0;24,133526;0;179,40551;0;220,2651;0;229,4299;0;219,63084;0;195,98269;0;0;0
215;04.09.2020 14:22:17;2,2968906;0;131,45577;0;5,9165564;0;24,135714;0;179,36581;0;219,86386;0;228,88225;0;219,28205;0;195,69719;0;0;0
216;04.09.2020 14:22:18;2,3307838;0;138,86537;0;5,9161707;0;24,134255;0;178,38446;0;219,47259;0;228,3883;0;218,97408;0;195,50679;0;0;0
217;04.09.2020 14:22:19;2,62942;0;162,18487;0;5,9115121;0;24,124563;0;178,45075;0;219,08843;0;227,8621;0;218,6048;0;195,05489;0;0;0
218;04.09.2020 14:22:20;2,8813961;0;191,52163;0;5,9210482;0;24,125292;0;178,06608;0;218,70853;0;227,41112;0;218,15329;0;194,9598;0;0;0
219;04.09.2020 14:22:21;2,882614;0;220,83175;0;5,9159519;0;24,12425;0;173,09289;0;218,33005;0;226,82586;0;217,90703;0;194,4839;0;0;0
220;04.09.2020 14:22:22;2,6906275;0;196,54128;0;5,9162437;0;24,125709;0;179,75036;0;217,94019;0;226,45004;0;217,31199;0;194,05577;0;0;0
221;04.09.2020 14:22:23;2,4316304;0;215,89089;0;5,9163271;0;24,124042;0;174,96283;0;217,56599;0;226,19767;0;216,9015;0;193,81782;0;0;0
222;04.09.2020 14:22:24;2,2830096;0;145,84877;0;5,9215589;0;24,125292;0;173,79582;0;217,21312;0;225,88624;0;216,77847;0;193,62741;0;0;0
223;04.09.2020 14:22:25;2,3256728;0;164,72677;0;5,9239142;0;24,123312;0;174,55169;0;216,82895;0;225,57485;0;216,42968;0;193,48478;0;0;0
224;04.09.2020 14:22:26;2,4430861;0;140,13314;0;5,9356285;0;24,124667;0;175,25462;0;216,44621;0;225,23123;0;215,81394;0;192,98511;0;0;0
225;04.09.2020 14:22:27;2,492942;0;164,01391;0;5,9308135;0;24,126856;0;176,05031;0;216,07486;0;224,9574;0;215,32142;0;192,81847;0;0;0
226;04.09.2020 14:22:28;2,5397844;0;187,63993;0;5,9269053;0;24,124354;0;174,86994;0;215,69496;0;224,7104;0;215,17789;0;192,48543;0;0;0
227;04.09.2020 14:22:29;2,6695224;0;178,40241;0;5,9256859;0;24,135089;0;173,76923;0;215,33071;0;224,47418;0;214,7879;0;192,17617;0;0;0
228;04.09.2020 14:22:30;2,6698971;0;186,3564;0;5,9222467;0;24,136131;0;172,97353;0;214,95505;0;224,31307;0;214,3776;0;191,96222;0;0;0
229;04.09.2020 14:22:31;2,5695866;0;172,35849;0;5,9221217;0;24,137278;0;175,10866;0;214,59935;0;224,06075;0;214,06983;0;191,93844;0;0;0
230;04.09.2020 14:22:32;2,5237227;0;131,36573;0;5,919339;0;24,129982;0;175,13526;0;214,23369;0;223,68489;0;213,70034;0;191,48632;0;0;0
231;04.09.2020 14:22:33;2,6534451;0;138,36937;0;5,931887;0;24,128419;0;169,27348;0;213,88366;0;223,3037;0;213,47459;0;191,39123;0;0;0
232;04.09.2020 14:22:34;2,7180772;0;155,01239;0;5,9306364;0;24,134568;0;170,87823;0;213,53364;0;222,85804;0;213,04379;0;191,05819;0;0;0
233;04.09.2020 14:22:35;2,6361914;0;123,02039;0;5,9270616;0;24,138632;0;171,35555;0;213,18079;0;222,40706;0;212,57177;0;190,79647;0;0;0
234;04.09.2020 14:22:36;2,5584694;0;135,54946;0;5,9222155;0;24,125188;0;172,54915;0;212,82791;0;221,81107;0;212,16128;0;190,58229;0;0;0
235;04.09.2020 14:22:37;2,6418958;0;151,56515;0;5,9207876;0;24,124459;0;170,40079;0;212,47648;0;221,28487;0;211,93553;0;190,39188;0;0;0
236;04.09.2020 14:22:38;2,9778291;0;157,13258;0;5,9222676;0;24,124459;0;172,13801;0;212,12219;0;220,73722;0;211,36099;0;190,17793;0;0;0
237;04.09.2020 14:22:39;3,2034118;0;155,26977;0;5,9251023;0;24,135714;0;170,22837;0;211,76933;0;220,33989;0;211,25847;0;189,93998;0;0;0
238;04.09.2020 14:22:40;3,1468729;0;151,98686;0;5,9347426;0;24,120707;0;171,96559;0;211,43211;0;219,8513;0;210,88898;0;189,46408;0;0;0
239;04.09.2020 14:22:41;2,9224145;0;131,30757;0;5,9311053;0;24,125084;0;169,76416;0;211,08636;0;219,45939;0;210,51969;0;189,36899;0;0;0
