Name:;Daten Ger. INSTR 04.09.2020 11:29:45
Verantwortlich:;Messlaptop
Kommentare:;
Datum der Datenerfassung:;04.09.2020 11:29:45
Messgerät:;34970A;Adresse:;ASRL8::INSTR;Module:;1;Steckplatz1:;34901A
Kanäle gesamt:;7
Kanal;Name;Funktion;Bereich;Auflösung;ErwEinstellungen;Skalieren;Verstärkung;Offset;Bezeichnung;Test;Niedrig;Hoch;Hardware-Alarm
101;Ref;Temp. 4-Draht-RTD;Keine;C;Temp 4-Wire RTD#1#0,016#Auto#0,001#C#0,00385 (DIN)#100;False;1;0;C;Aus;0;1;Alarm 1
102;P1_PT100_4L;4-Draht-Widerstand;Auto;5,5;Four-Wire Ohms#1#0,016#Auto##false;False;1;0;OHM;Aus;0;1;Alarm 1
103;P2_PT100_2L;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
104;P3_PT1000;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
105;KTY;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
106;NTC;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
107;TE;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;False;1;0;VDC;Aus;0;1;Alarm 1
Scan-Steuerung:;Aktion starten:;Sofort;Aktion stoppen::;Von Benutzer beendet
Scan;Zeit;101 <Ref> (C);Alarm 101;102 <P1_PT100_4L> (OHM);Alarm 102;103 <P2_PT100_2L> (OHM);Alarm 103;104 <P3_PT1000> (OHM);Alarm 104;105 <KTY> (OHM);Alarm 105;106 <NTC> (OHM);Alarm 106;107 <TE> (VDC);Alarm 107
15;04.09.2020 11:29:59;0,478;0;99,834745;0;100,50585;0;1000,5745;0;1608,1051;0;5230,103;0;-0,001050333;0
16;04.09.2020 11:30:00;0,48;0;99,835702;0;100,50585;0;1000,5852;0;1608,1477;0;5229,549;0;-0,001051077;0
17;04.09.2020 11:30:01;0,48;0;99,836021;0;100,50691;0;1000,5947;0;1608,1477;0;5229,0055;0;-0,001050227;0
18;04.09.2020 11:30:02;0,483;0;99,836659;0;100,50691;0;1000,6054;0;1608,2009;0;5228,4515;0;-0,001050333;0
19;04.09.2020 11:30:03;0,485;0;99,837404;0;100,50798;0;1000,6139;0;1608,2223;0;5227,8867;0;-0,001050758;0
20;04.09.2020 11:30:04;0,489;0;99,838467;0;100,50798;0;1000,6235;0;1608,2542;0;5227,3646;0;-0,001050333;0
21;04.09.2020 11:30:05;0,49;0;99,838361;0;100,51117;0;1000,631;0;1608,2968;0;5226,8212;0;-0,001050227;0
22;04.09.2020 11:30:06;0,492;0;99,83985;0;100,51117;0;1000,6406;0;1608,3288;0;5226,2778;0;-0,001049271;0
23;04.09.2020 11:30:07;0,494;0;99,839637;0;100,51224;0;1000,648;0;1608,3608;0;5225,7131;0;-0,001050439;0
24;04.09.2020 11:30:08;0,497;0;99,841551;0;100,51224;0;1000,6576;0;1608,3714;0;5225,191;0;-0,001050121;0
25;04.09.2020 11:30:09;0,499;0;99,84304;0;100,5133;0;1000,6661;0;1608,4247;0;5224,6582;0;-0,001050227;0
26;04.09.2020 11:30:10;0,502;0;99,842933;0;100,51437;0;1000,6757;0;1608,446;0;5224,1361;0;-0,001050121;0
27;04.09.2020 11:30:11;0,503;0;99,843784;0;100,5165;0;1000,6832;0;1608,478;0;5223,6033;0;-0,001050121;0
28;04.09.2020 11:30:12;0,505;0;99,843997;0;100,51543;0;1000,6928;0;1608,5206;0;5223,0919;0;-0,00104959;0
29;04.09.2020 11:30:13;0,508;0;99,844848;0;100,51756;0;1000,7034;0;1608,5313;0;5222,5698;0;-0,00104959;0
30;04.09.2020 11:30:14;0,511;0;99,84623;0;100,51756;0;1000,7119;0;1608,5632;0;5222,0477;0;-0,001048953;0
31;04.09.2020 11:30:15;0,512;0;99,84623;0;100,51969;0;1000,7194;0;1608,5952;0;5221,5362;0;-0,001049059;0
32;04.09.2020 11:30:16;0,513;0;99,847081;0;100,51863;0;1000,7247;0;1608,6272;0;5221,0248;0;-0,001049378;0
33;04.09.2020 11:30:17;0,515;0;99,848038;0;100,52076;0;1000,7332;0;1608,6591;0;5220,5133;0;-0,001048953;0
34;04.09.2020 11:30:18;0,518;0;99,84825;0;100,52289;0;1000,7428;0;1608,6911;0;5220,0232;0;-0,001049908;0
35;04.09.2020 11:30:19;0,522;0;99,849101;0;100,52076;0;1000,7492;0;1608,7017;0;5219,5224;0;-0,001049696;0
36;04.09.2020 11:30:20;0,524;0;99,850058;0;100,52183;0;1000,7577;0;1608,7444;0;5219,0216;0;-0,001048847;0
37;04.09.2020 11:30:21;0,523;0;99,851228;0;100,52183;0;1000,7652;0;1608,787;0;5218,5421;0;-0,001049059;0
38;04.09.2020 11:30:22;0,525;0;99,851653;0;100,52289;0;1000,7748;0;1608,787;0;5218,0626;0;-0,001048953;0
39;04.09.2020 11:30:23;0,529;0;99,851866;0;100,52396;0;1000,7801;0;1608,819;0;5217,5724;0;-0,001049165;0
40;04.09.2020 11:30:24;0,53;0;99,853567;0;100,52502;0;1000,7865;0;1608,8616;0;5217,1036;0;-0,001049271;0
41;04.09.2020 11:30:25;0,532;0;99,854099;0;100,52396;0;1000,795;0;1608,8829;0;5216,6135;0;-0,001048209;0
42;04.09.2020 11:30:26;0,535;0;99,854099;0;100,52502;0;1000,8025;0;1608,9042;0;5216,166;0;-0,001048528;0
43;04.09.2020 11:30:27;0,536;0;99,856013;0;100,52609;0;1000,8089;0;1608,9255;0;5215,6865;0;-0,001049059;0
44;04.09.2020 11:30:28;0,537;0;99,856013;0;100,52609;0;1000,8174;0;1608,9468;0;5215,2389;0;-0,001047997;0
45;04.09.2020 11:30:29;0,539;0;99,85697;0;100,52715;0;1000,8238;0;1608,9788;0;5214,7914;0;-0,001048847;0
46;04.09.2020 11:30:30;0,541;0;99,856651;0;100,52715;0;1000,8302;0;1609,0001;0;5214,3226;0;-0,001048422;0
47;04.09.2020 11:30:31;0,542;0;99,85814;0;100,52822;0;1000,8376;0;1609,0321;0;5213,8857;0;-0,001047572;0
48;04.09.2020 11:30:32;0,542;0;99,857821;0;100,53035;0;1000,844;0;1609,0427;0;5213,4595;0;-0,001047785;0
49;04.09.2020 11:30:33;0,546;0;99,859629;0;100,52928;0;1000,8504;0;1609,0853;0;5213,012;0;-0,001048209;0
50;04.09.2020 11:30:34;0,546;0;99,860586;0;100,53035;0;1000,8558;0;1609,096;0;5212,5645;0;-0,001048209;0
51;04.09.2020 11:30:35;0,547;0;99,860798;0;100,52928;0;1000,8632;0;1609,128;0;5212,1489;0;-0,001048316;0
52;04.09.2020 11:30:36;0,549;0;99,860905;0;100,53248;0;1000,8707;0;1609,1493;0;5211,7334;0;-0,001047997;0
53;04.09.2020 11:30:37;0,55;0;99,861543;0;100,53141;0;1000,8749;0;1609,1706;0;5211,3072;0;-0,001047891;0
54;04.09.2020 11:30:38;0,552;0;99,8625;0;100,53354;0;1000,8824;0;1609,1919;0;5210,8916;0;-0,001047466;0
55;04.09.2020 11:30:39;0,553;0;99,863351;0;100,53461;0;1000,8866;0;1609,2132;0;5210,476;0;-0,001047891;0
56;04.09.2020 11:30:40;0,556;0;99,863989;0;100,53354;0;1000,8941;0;1609,2345;0;5210,0605;0;-0,001048316;0
57;04.09.2020 11:30:41;0,557;0;99,86452;0;100,53354;0;1000,9005;0;1609,2558;0;5209,6556;0;-0,00104736;0
58;04.09.2020 11:30:42;0,558;0;99,864627;0;100,53461;0;1000,9058;0;1609,2771;0;5209,272;0;-0,001048209;0
59;04.09.2020 11:30:43;0,562;0;99,864627;0;100,53567;0;1000,9122;0;1609,2984;0;5208,8671;0;-0,001048316;0
60;04.09.2020 11:30:44;0,562;0;99,865477;0;100,53461;0;1000,9186;0;1609,3304;0;5208,4835;0;-0,001048209;0
61;04.09.2020 11:30:45;0,562;0;99,866541;0;100,53781;0;1000,925;0;1609,3411;0;5208,0893;0;-0,001047466;0
62;04.09.2020 11:30:46;0,563;0;99,867072;0;100,53674;0;1000,9293;0;1609,373;0;5207,7057;0;-0,001047466;0
63;04.09.2020 11:30:47;0,564;0;99,867179;0;100,53781;0;1000,9346;0;1609,3943;0;5207,3327;0;-0,00104736;0
64;04.09.2020 11:30:48;0,567;0;99,868242;0;100,53781;0;1000,941;0;1609,4263;0;5206,9491;0;-0,001047678;0
65;04.09.2020 11:30:49;0,567;0;99,869306;0;100,53781;0;1000,9474;0;1609,4476;0;5206,5656;0;-0,001047891;0
66;04.09.2020 11:30:50;0,569;0;99,870156;0;100,53994;0;1000,9516;0;1609,4583;0;5206,2139;0;-0,001048209;0
67;04.09.2020 11:30:51;0,571;0;99,870475;0;100,53887;0;1000,957;0;1609,4796;0;5205,841;0;-0,001046829;0
68;04.09.2020 11:30:52;0,57;0;99,87005;0;100,53994;0;1000,9612;0;1609,4902;0;5205,4894;0;-0,001047254;0
69;04.09.2020 11:30:53;0,572;0;99,871113;0;100,53994;0;1000,9676;0;1609,5009;0;5205,1164;0;-0,00104736;0
70;04.09.2020 11:30:54;0,573;0;99,871645;0;100,53994;0;1000,9729;0;1609,5222;0;5204,7648;0;-0,001047466;0
71;04.09.2020 11:30:55;0,576;0;99,871964;0;100,54207;0;1000,9783;0;1609,5435;0;5204,4239;0;-0,001047785;0
72;04.09.2020 11:30:56;0,576;0;99,872602;0;100,54207;0;1000,9825;0;1609,5648;0;5204,0722;0;-0,001047466;0
73;04.09.2020 11:30:57;0,576;0;99,873665;0;100,541;0;1000,9879;0;1609,5968;0;5203,7313;0;-0,001046617;0
74;04.09.2020 11:30:58;0,578;0;99,87441;0;100,5442;0;1000,9921;0;1609,6074;0;5203,4116;0;-0,001046829;0
75;04.09.2020 11:30:59;0,58;0;99,874197;0;100,54313;0;1000,9974;0;1609,6181;0;5203,0706;0;-0,00104736;0
76;04.09.2020 11:31:00;0,58;0;99,875048;0;100,54313;0;1001,0028;0;1609,6501;0;5202,7084;0;-0,001047466;0
77;04.09.2020 11:31:01;0,582;0;99,875261;0;100,54526;0;1001,007;0;1609,6607;0;5202,3994;0;-0,001047572;0
78;04.09.2020 11:31:02;0,584;0;99,875686;0;100,5442;0;1001,0134;0;1609,682;0;5202,101;0;-0,001046723;0
79;04.09.2020 11:31:03;0,581;0;99,876324;0;100,5442;0;1001,0156;0;1609,7033;0;5201,7707;0;-0,001047466;0
80;04.09.2020 11:31:04;0,586;0;99,876856;0;100,54526;0;1001,0219;0;1609,7353;0;5201,4617;0;-0,001046086;0
81;04.09.2020 11:31:05;0,584;0;99,877175;0;100,5442;0;1001,0262;0;1609,7247;0;5201,1527;0;-0,001046935;0
82;04.09.2020 11:31:06;0,588;0;99,877175;0;100,54526;0;1001,0294;0;1609,7566;0;5200,8437;0;-0,001046829;0
83;04.09.2020 11:31:07;0,589;0;99,877919;0;100,54633;0;1001,0347;0;1609,7673;0;5200,5347;0;-0,001046298;0
84;04.09.2020 11:31:08;0,589;0;99,878238;0;100,54739;0;1001,0369;0;1609,7779;0;5200,247;0;-0,001046404;0
85;04.09.2020 11:31:09;0,587;0;99,878663;0;100,54739;0;1001,0422;0;1609,7992;0;5199,938;0;-0,00104736;0
86;04.09.2020 11:31:10;0,591;0;99,878451;0;100,54739;0;1001,0465;0;1609,8099;0;5199,6716;0;-0,001047041;0
87;04.09.2020 11:31:11;0,592;0;99,879833;0;100,54739;0;1001,0507;0;1609,8419;0;5199,3733;0;-0,001045979;0
88;04.09.2020 11:31:12;0,591;0;99,881109;0;100,54846;0;1001,0518;0;1609,8525;0;5199,1175;0;-0,001046935;0
89;04.09.2020 11:31:13;0,593;0;99,880684;0;100,54739;0;1001,0582;0;1609,8738;0;5198,8405;0;-0,00104651;0
90;04.09.2020 11:31:14;0,592;0;99,881854;0;100,54739;0;1001,0614;0;1609,8845;0;5198,5635;0;-0,001046935;0
91;04.09.2020 11:31:15;0,593;0;99,88079;0;100,54846;0;1001,0646;0;1609,8951;0;5198,3077;0;-0,001045661;0
92;04.09.2020 11:31:16;0,596;0;99,881854;0;100,54739;0;1001,0688;0;1609,9058;0;5198,0413;0;-0,001046723;0
93;04.09.2020 11:31:17;0,596;0;99,882066;0;100,54952;0;1001,071;0;1609,9271;0;5197,775;0;-0,001045767;0
94;04.09.2020 11:31:18;0,598;0;99,883555;0;100,54846;0;1001,0773;0;1609,9271;0;5197,5299;0;-0,001046935;0
95;04.09.2020 11:31:19;0,598;0;99,88313;0;100,54952;0;1001,0784;0;1609,9591;0;5197,2848;0;-0,00104651;0
96;04.09.2020 11:31:20;0,597;0;99,883874;0;100,54846;0;1001,0827;0;1609,9591;0;5197,0504;0;-0,00104736;0
97;04.09.2020 11:31:21;0,598;0;99,883555;0;100,55059;0;1001,0869;0;1609,9697;0;5196,8373;0;-0,001045661;0
98;04.09.2020 11:31:22;0,601;0;99,884406;0;100,54952;0;1001,0891;0;1609,991;0;5196,6029;0;-0,001046298;0
99;04.09.2020 11:31:23;0,601;0;99,88515;0;100,55272;0;1001,0901;0;1610,0123;0;5196,3578;0;-0,001047041;0
100;04.09.2020 11:31:24;0,601;0;99,885256;0;100,55165;0;1001,0933;0;1610,023;0;5196,1447;0;-0,001046617;0
101;04.09.2020 11:31:25;0,602;0;99,885575;0;100,55059;0;1001,0976;0;1610,0337;0;5195,8996;0;-0,001045661;0
102;04.09.2020 11:31:26;0,602;0;99,885575;0;100,54952;0;1001,1008;0;1610,0443;0;5195,7078;0;-0,001046617;0
103;04.09.2020 11:31:27;0,603;0;99,887277;0;100,55059;0;1001,104;0;1610,055;0;5195,4841;0;-0,001046723;0
104;04.09.2020 11:31:28;0,603;0;99,88632;0;100,55165;0;1001,105;0;1610,0763;0;5195,2816;0;-0,001045767;0
105;04.09.2020 11:31:29;0,603;0;99,886958;0;100,55165;0;1001,1072;0;1610,0656;0;5195,0579;0;-0,001046192;0
106;04.09.2020 11:31:30;0,607;0;99,886426;0;100,55272;0;1001,1114;0;1610,0763;0;5194,8661;0;-0,001046298;0
107;04.09.2020 11:31:31;0,604;0;99,887064;0;100,55165;0;1001,1125;0;1610,0976;0;5194,6849;0;-0,001046404;0
108;04.09.2020 11:31:32;0,605;0;99,886851;0;100,55272;0;1001,1146;0;1610,1082;0;5194,4718;0;-0,001045448;0
109;04.09.2020 11:31:33;0,604;0;99,88834;0;100,55379;0;1001,1189;0;1610,1082;0;5194,28;0;-0,001045979;0
110;04.09.2020 11:31:34;0,605;0;99,888447;0;100,55165;0;1001,12;0;1610,1402;0;5194,1202;0;-0,001046617;0
111;04.09.2020 11:31:35;0,608;0;99,888978;0;100,55379;0;1001,1242;0;1610,1296;0;5193,9178;0;-0,001044918;0
112;04.09.2020 11:31:36;0,607;0;99,889297;0;100,55272;0;1001,1242;0;1610,1509;0;5193,7366;0;-0,001046298;0
113;04.09.2020 11:31:37;0,608;0;99,889085;0;100,55165;0;1001,1274;0;1610,1615;0;5193,5661;0;-0,001045979;0
114;04.09.2020 11:31:38;0,608;0;99,888659;0;100,55379;0;1001,1295;0;1610,1615;0;5193,385;0;-0,001046086;0
115;04.09.2020 11:31:39;0,608;0;99,88951;0;100,55272;0;1001,1306;0;1610,1828;0;5193,1932;0;-0,001046298;0
116;04.09.2020 11:31:40;0,609;0;99,889616;0;100,55272;0;1001,1338;0;1610,1935;0;5193,076;0;-0,001046404;0
117;04.09.2020 11:31:41;0,609;0;99,889935;0;100,55485;0;1001,1359;0;1610,1935;0;5192,8842;0;-0,001046086;0
118;04.09.2020 11:31:42;0,61;0;99,890042;0;100,55485;0;1001,1359;0;1610,1935;0;5192,7244;0;-0,001046086;0
119;04.09.2020 11:31:43;0,611;0;99,89068;0;100,55485;0;1001,1402;0;1610,2041;0;5192,5645;0;-0,001045873;0
120;04.09.2020 11:31:44;0,609;0;99,890254;0;100,55592;0;1001,1423;0;1610,2148;0;5192,4154;0;-0,001045979;0
121;04.09.2020 11:31:45;0,613;0;99,891424;0;100,55485;0;1001,1445;0;1610,2361;0;5192,2555;0;-0,001046086;0
122;04.09.2020 11:31:46;0,612;0;99,890999;0;100,55698;0;1001,1455;0;1610,2361;0;5192,117;0;-0,001046192;0
123;04.09.2020 11:31:47;0,613;0;99,891424;0;100,55592;0;1001,1477;0;1610,2361;0;5191,9572;0;-0,001046829;0
124;04.09.2020 11:31:48;0,613;0;99,89153;0;100,55698;0;1001,1477;0;1610,2468;0;5191,8293;0;-0,001046192;0
125;04.09.2020 11:31:49;0,614;0;99,892062;0;100,55698;0;1001,1509;0;1610,2681;0;5191,6802;0;-0,001045555;0
126;04.09.2020 11:31:50;0,614;0;99,89153;0;100,55698;0;1001,153;0;1610,2681;0;5191,531;0;-0,001045979;0
127;04.09.2020 11:31:51;0,615;0;99,892168;0;100,55805;0;1001,1541;0;1610,2894;0;5191,3925;0;-0,00104651;0
128;04.09.2020 11:31:52;0,614;0;99,892806;0;100,55592;0;1001,1562;0;1610,2787;0;5191,2753;0;-0,001045448;0
129;04.09.2020 11:31:53;0,615;0;99,893019;0;100,55592;0;1001,1562;0;1610,3;0;5191,1367;0;-0,001045873;0
130;04.09.2020 11:31:54;0,612;0;99,892381;0;100,55592;0;1001,1583;0;1610,2894;0;5190,9982;0;-0,001045342;0
131;04.09.2020 11:31:55;0,615;0;99,892806;0;100,55592;0;1001,1604;0;1610,3;0;5190,8917;0;-0,001046617;0
132;04.09.2020 11:31:56;0,616;0;99,893657;0;100,55805;0;1001,1604;0;1610,3107;0;5190,7318;0;-0,001045767;0
133;04.09.2020 11:31:57;0,615;0;99,893125;0;100,55805;0;1001,1647;0;1610,332;0;5190,6359;0;-0,001045873;0
134;04.09.2020 11:31:58;0,617;0;99,893657;0;100,55805;0;1001,1658;0;1610,3107;0;5190,5081;0;-0,001046298;0
135;04.09.2020 11:31:59;0,616;0;99,893763;0;100,55805;0;1001,1647;0;1610,3427;0;5190,4015;0;-0,001045661;0
136;04.09.2020 11:32:00;0,617;0;99,894508;0;100,55592;0;1001,169;0;1610,3427;0;5190,263;0;-0,00104513;0
137;04.09.2020 11:32:01;0,62;0;99,894827;0;100,55698;0;1001,1722;0;1610,3427;0;5190,1458;0;-0,001045661;0
138;04.09.2020 11:32:02;0,618;0;99,894508;0;100,55805;0;1001,1732;0;1610,3427;0;5190,0499;0;-0,001046086;0
139;04.09.2020 11:32:03;0,618;0;99,893976;0;100,55911;0;1001,1722;0;1610,3533;0;5189,9007;0;-0,001045767;0
140;04.09.2020 11:32:04;0,616;0;99,894189;0;100,55911;0;1001,1743;0;1610,364;0;5189,7942;0;-0,001045767;0
141;04.09.2020 11:32:05;0,619;0;99,894827;0;100,55805;0;1001,1764;0;1610,364;0;5189,7089;0;-0,001045873;0
142;04.09.2020 11:32:06;0,619;0;99,894827;0;100,55698;0;1001,1764;0;1610,3853;0;5189,5811;0;-0,001045555;0
143;04.09.2020 11:32:07;0,619;0;99,89504;0;100,55805;0;1001,1796;0;1610,3746;0;5189,4639;0;-0,001045661;0
144;04.09.2020 11:32:08;0,617;0;99,895465;0;100,55805;0;1001,1796;0;1610,3853;0;5189,368;0;-0,001046723;0
145;04.09.2020 11:32:09;0,619;0;99,894721;0;100,55805;0;1001,1828;0;1610,3853;0;5189,2508;0;-0,001047254;0
146;04.09.2020 11:32:10;0,62;0;99,895359;0;100,55805;0;1001,1839;0;1610,3853;0;5189,1762;0;-0,001046404;0
147;04.09.2020 11:32:11;0,62;0;99,89589;0;100,55698;0;1001,1839;0;1610,4172;0;5189,0483;0;-0,001045767;0
148;04.09.2020 11:32:12;0,62;0;99,896528;0;100,55911;0;1001,186;0;1610,4066;0;5188,9737;0;-0,001047148;0
149;04.09.2020 11:32:13;0,619;0;99,896741;0;100,56018;0;1001,186;0;1610,3959;0;5188,8672;0;-0,001045979;0
150;04.09.2020 11:32:14;0,621;0;99,89589;0;100,55805;0;1001,1881;0;1610,4066;0;5188,7819;0;-0,001046404;0
151;04.09.2020 11:32:15;0,621;0;99,896528;0;100,55805;0;1001,1892;0;1610,4279;0;5188,6754;0;-0,001045873;0
152;04.09.2020 11:32:16;0,622;0;99,896103;0;100,55911;0;1001,1892;0;1610,4066;0;5188,6114;0;-0,001045979;0
153;04.09.2020 11:32:17;0,62;0;99,896847;0;100,55911;0;1001,1892;0;1610,4279;0;5188,5369;0;-0,001045236;0
154;04.09.2020 11:32:18;0,621;0;99,896847;0;100,55805;0;1001,1913;0;1610,4386;0;5188,4623;0;-0,001045448;0
155;04.09.2020 11:32:19;0,62;0;99,896635;0;100,55911;0;1001,1924;0;1610,4386;0;5188,377;0;-0,001046617;0
156;04.09.2020 11:32:20;0,621;0;99,896635;0;100,55911;0;1001,1924;0;1610,4386;0;5188,3131;0;-0,001046086;0
157;04.09.2020 11:32:21;0,623;0;99,896741;0;100,55911;0;1001,1945;0;1610,4386;0;5188,2492;0;-0,001045448;0
158;04.09.2020 11:32:22;0,622;0;99,897911;0;100,56018;0;1001,1935;0;1610,4492;0;5188,1746;0;-0,001045555;0
159;04.09.2020 11:32:23;0,623;0;99,897166;0;100,56018;0;1001,1935;0;1610,4599;0;5188,1;0;-0,001045979;0
160;04.09.2020 11:32:24;0,623;0;99,897273;0;100,56018;0;1001,1945;0;1610,4705;0;5188,0467;0;-0,001045873;0
161;04.09.2020 11:32:25;0,623;0;99,897592;0;100,55911;0;1001,1956;0;1610,4599;0;5187,9721;0;-0,001046192;0
162;04.09.2020 11:32:26;0,623;0;99,897911;0;100,56018;0;1001,1967;0;1610,4705;0;5187,9295;0;-0,001045979;0
163;04.09.2020 11:32:27;0,621;0;99,897592;0;100,55911;0;1001,1956;0;1610,4705;0;5187,8549;0;-0,001046192;0
164;04.09.2020 11:32:28;0,624;0;99,898017;0;100,56018;0;1001,1988;0;1610,4812;0;5187,8123;0;-0,001045979;0
165;04.09.2020 11:32:29;0,621;0;99,898442;0;100,56018;0;1001,1977;0;1610,4705;0;5187,759;0;-0,001045979;0
166;04.09.2020 11:32:30;0,621;0;99,897273;0;100,56018;0;1001,1988;0;1610,4812;0;5187,7057;0;-0,001046086;0
167;04.09.2020 11:32:31;0,621;0;99,897804;0;100,55911;0;1001,1988;0;1610,5025;0;5187,6525;0;-0,001045979;0
168;04.09.2020 11:32:32;0,62;0;99,897166;0;100,56018;0;1001,1977;0;1610,4705;0;5187,6098;0;-0,001045448;0
169;04.09.2020 11:32:33;0,622;0;99,89823;0;100,56124;0;1001,1988;0;1610,4705;0;5187,5566;0;-0,001046298;0
170;04.09.2020 11:32:34;0,623;0;99,898442;0;100,56124;0;1001,2009;0;1610,4812;0;5187,5033;0;-0,001045873;0
171;04.09.2020 11:32:35;0,622;0;99,898123;0;100,55911;0;1001,1999;0;1610,4918;0;5187,4713;0;-0,001046086;0
172;04.09.2020 11:32:36;0,624;0;99,898761;0;100,56018;0;1001,2009;0;1610,4812;0;5187,4181;0;-0,001045979;0
173;04.09.2020 11:32:37;0,624;0;99,898549;0;100,55805;0;1001,2009;0;1610,4812;0;5187,3648;0;-0,00104651;0
174;04.09.2020 11:32:38;0,624;0;99,898655;0;100,55911;0;1001,2009;0;1610,5025;0;5187,3115;0;-0,001046617;0
175;04.09.2020 11:32:39;0,622;0;99,898974;0;100,55911;0;1001,2009;0;1610,4918;0;5187,2902;0;-0,001046086;0
176;04.09.2020 11:32:40;0,623;0;99,898549;0;100,56018;0;1001,2031;0;1610,4918;0;5187,2476;0;-0,001046935;0
177;04.09.2020 11:32:41;0,622;0;99,898123;0;100,56124;0;1001,202;0;1610,4918;0;5187,1943;0;-0,001046192;0
