Name:;Daten Ger. INSTR 04.09.2020 11:39:03
Verantwortlich:;Messlaptop
Kommentare:;
Datum der Datenerfassung:;04.09.2020 11:39:03
Messgerät:;34970A;Adresse:;ASRL8::INSTR;Module:;1;Steckplatz1:;34901A
Kanäle gesamt:;7
Kanal;Name;Funktion;Bereich;Auflösung;ErwEinstellungen;Skalieren;Verstärkung;Offset;Bezeichnung;Test;Niedrig;Hoch;Hardware-Alarm
101;Ref;Temp. 4-Draht-RTD;Keine;C;Temp 4-Wire RTD#1#0,016#Auto#0,001#C#0,00385 (DIN)#100;False;1;0;C;Aus;0;1;Alarm 1
102;P1_PT100_4L;4-Draht-Widerstand;Auto;5,5;Four-Wire Ohms#1#0,016#Auto##false;False;1;0;OHM;Aus;0;1;Alarm 1
103;P2_PT100_2L;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
104;P3_PT1000;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
105;KTY;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
106;NTC;2-Draht-Widerstand;Auto;5,5;Two-Wire Ohms#1#0,016#Auto#0,001#false;False;1;0;OHM;Aus;0;1;Alarm 1
107;TE;Gleichspannung;Auto;5,5;DC Voltage#10M#1#0,016#Auto#0,001;False;1;0;VDC;Aus;0;1;Alarm 1
Scan-Steuerung:;Aktion starten:;Sofort;Aktion stoppen::;Von Benutzer beendet
Scan;Zeit;101 <Ref> (C);Alarm 101;102 <P1_PT100_4L> (OHM);Alarm 102;103 <P2_PT100_2L> (OHM);Alarm 103;104 <P3_PT1000> (OHM);Alarm 104;105 <KTY> (OHM);Alarm 105;106 <NTC> (OHM);Alarm 106;107 <TE> (VDC);Alarm 107
15;04.09.2020 11:39:17;1,812;0;100,08496;0;100,98525;0;1005,1992;0;1620,3799;0;5059,3735;0;-0,001038758;0
16;04.09.2020 11:39:18;1,953;0;100,11069;0;101,03532;0;1005,6658;0;1621,5626;0;5042,7939;0;-0,001036422;0
17;04.09.2020 11:39:19;2,104;0;100,13749;0;101,08965;0;1006,1537;0;1622,8093;0;5025,1486;0;-0,001033555;0
18;04.09.2020 11:39:20;2,257;0;100,16886;0;101,14718;0;1006,6683;0;1624,1199;0;5006,342;0;-0,001031431;0
19;04.09.2020 11:39:21;2,42;0;100,20193;0;101,20578;0;1007,2074;0;1625,5051;0;4986,4699;0;-0,001028458;0
20;04.09.2020 11:39:22;2,591;0;100,23564;0;101,26863;0;1007,7709;0;1626,9649;0;4965,511;0;-0,001026016;0
21;04.09.2020 11:39:23;2,766;0;100,27222;0;101,33468;0;1008,3537;0;1628,4779;0;4943,5079;0;-0,001022618;0
22;04.09.2020 11:39:24;2,948;0;100,30976;0;101,40074;0;1008,9641;0;1630,0869;0;4920,471;0;-0,001020175;0
23;04.09.2020 11:39:25;3,129;0;100,35038;0;101,47105;0;1009,5916;0;1631,7491;0;4896,4434;0;-0,001016352;0
24;04.09.2020 11:39:26;3,32;0;100,39387;0;101,54136;0;1010,2361;0;1633,4646;0;4871,4675;0;-0,001013379;0
25;04.09.2020 11:39:27;3,511;0;100,43736;0;101,6138;0;1010,8998;0;1635,244;0;4845,6498;0;-0,0010086;0
26;04.09.2020 11:39:28;3,706;0;100,48458;0;101,68731;0;1011,5785;0;1637,0874;0;4818,9794;0;-0,001005096;0
27;04.09.2020 11:39:29;3,904;0;100,53179;0;101,76189;0;1012,2741;0;1638,9733;0;4791,5634;0;-0,001001273;0
28;04.09.2020 11:39:30;4,102;0;100,58198;0;101,83753;0;1012,9783;0;1640,8913;0;4763,5081;0;-0,000996601;0
29;04.09.2020 11:39:31;4,303;0;100,63345;0;101,91849;0;1013,6932;0;1642,8732;0;4734,7389;0;-0,000991397;0
30;04.09.2020 11:39:32;4,505;0;100,68769;0;101,99733;0;1014,4165;0;1644,887;0;4705,5113;0;-0,000987999;0
31;04.09.2020 11:39:33;4,707;0;100,74128;0;102,07616;0;1015,1463;0;1646,9541;0;4675,7618;0;-0,000983006;0
32;04.09.2020 11:39:34;4,906;0;100,79711;0;102,155;0;1015,8803;0;1649,0426;0;4645,618;0;-0,000977591;0
33;04.09.2020 11:39:35;5,111;0;100,85347;0;102,23384;0;1016,6165;0;1651,163;0;4615,1653;0;-0,000972175;0
34;04.09.2020 11:39:36;5,311;0;100,91206;0;102,31374;0;1017,3537;0;1653,294;0;4584,499;0;-0,000967715;0
35;04.09.2020 11:39:37;5,512;0;100,97076;0;102,39151;0;1018,0899;0;1655,4357;0;4553,5881;0;-0,000962193;0
36;04.09.2020 11:39:38;5,71;0;101,03074;0;102,47141;0;1018,8228;0;1657,6414;0;4522,592;0;-0,000957096;0
37;04.09.2020 11:39:39;5,903;0;101,09199;0;102,54811;0;1019,5558;0;1659,8364;0;4491,4784;0;-0,000950831;0
38;04.09.2020 11:39:40;6,099;0;101,15196;0;102,62588;0;1020,2834;0;1662,0313;0;4460,3863;0;-0,000945734;0
39;04.09.2020 11:39:41;6,289;0;101,21311;0;102,70259;0;1021,0047;0;1664,2263;0;4429,3582;0;-0,000939574;0
40;04.09.2020 11:39:42;6,477;0;101,27585;0;102,77929;0;1021,7248;0;1666,4639;0;4398,3405;0;-0,00093384;0
41;04.09.2020 11:39:43;6,663;0;101,33774;0;102,85493;0;1022,4322;0;1668,6802;0;4367,5788;0;-0,000927681;0
42;04.09.2020 11:39:44;6,85;0;101,40048;0;102,92951;0;1023,1385;0;1670,8965;0;4336,8703;0;-0,000921734;0
43;04.09.2020 11:39:45;7,033;0;101,46322;0;103,00621;0;1023,8363;0;1673,1128;0;4306,3643;0;-0,000915682;0
44;04.09.2020 11:39:46;7,21;0;101,52553;0;103,07546;0;1024,5278;0;1675,3291;0;4276,1138;0;-0,000910797;0
45;04.09.2020 11:39:47;7,387;0;101,58923;0;103,1479;0;1025,216;0;1677,5561;0;4246,034;0;-0,000903788;0
46;04.09.2020 11:39:48;7,56;0;101,65144;0;103,21821;0;1025,8893;0;1679,7831;0;4216,2526;0;-0,000898373;0
47;04.09.2020 11:39:49;7,731;0;101,71386;0;103,28746;0;1026,5594;0;1681,9887;0;4186,7477;0;-0,000891789;0
48;04.09.2020 11:39:50;7,901;0;101,77788;0;103,35884;0;1027,2231;0;1684,1944;0;4157,5417;0;-0,000885948;0
49;04.09.2020 11:39:51;8,068;0;101,83987;0;103,42383;0;1027,8783;0;1686,4;0;4128,5167;0;-0,000879471;0
50;04.09.2020 11:39:52;8,233;0;101,9025;0;103,49094;0;1028,5292;0;1688,595;0;4099,9393;0;-0,00087363;0
51;04.09.2020 11:39:53;8,395;0;101,96461;0;103,55699;0;1029,1706;0;1690,7793;0;4071,6281;0;-0,000867365;0
52;04.09.2020 11:39:54;8,555;0;102,02618;0;103,62305;0;1029,8076;0;1692,9637;0;4043,5834;0;-0,000862692;0
53;04.09.2020 11:39:55;8,713;0;102,08881;0;103,68697;0;1030,4341;0;1695,116;0;4015,9543;0;-0,000854941;0
54;04.09.2020 11:39:56;8,871;0;102,15006;0;103,75089;0;1031,0552;0;1697,3004;0;3988,5916;0;-0,000848888;0
55;04.09.2020 11:39:57;9,027;0;102,21121;0;103,81374;0;1031,6699;0;1699,4314;0;3961,6016;0;-0,000843578;0
56;04.09.2020 11:39:58;9,178;0;102,27235;0;103,87447;0;1032,2771;0;1701,5838;0;3934,9422;0;-0,000837844;0
57;04.09.2020 11:39:59;9,327;0;102,3318;0;103,93626;0;1032,8748;0;1703,6935;0;3908,6663;0;-0,000831472;0
58;04.09.2020 11:40:00;9,475;0;102,3923;0;103,99485;0;1033,4671;0;1705,8139;0;3882,7101;0;-0,000824889;0
59;04.09.2020 11:40:01;9,62;0;102,45292;0;104,05558;0;1034,0509;0;1707,913;0;3857,1798;0;-0,000818623;0
60;04.09.2020 11:40:02;9,761;0;102,51172;0;104,11204;0;1034,6262;0;1710,0014;0;3831,9801;0;-0,000813632;0
61;04.09.2020 11:40:03;9,904;0;102,57063;0;104,16957;0;1035,193;0;1712,0472;0;3807,1639;0;-0,000807367;0
62;04.09.2020 11:40:04;10,042;0;102,62901;0;104,22603;0;1035,7533;0;1714,1037;0;3782,7421;0;-0,000801633;0
63;04.09.2020 11:40:05;10,178;0;102,68739;0;104,28036;0;1036,3041;0;1716,1176;0;3758,7249;0;-0,000796005;0
64;04.09.2020 11:40:06;10,311;0;102,74482;0;104,3347;0;1036,8432;0;1718,1207;0;3735,1022;0;-0,000790164;0
65;04.09.2020 11:40:07;10,444;0;102,80065;0;104,3869;0;1037,3759;0;1720,1133;0;3711,8524;0;-0,000784324;0
66;04.09.2020 11:40:08;10,573;0;102,85722;0;104,43803;0;1037,8989;0;1722,0845;0;3689,0075;0;-0,000778802;0
67;04.09.2020 11:40:09;10,701;0;102,91273;0;104,49024;0;1038,4135;0;1724,0238;0;3666,5141;0;-0,000772749;0
68;04.09.2020 11:40:10;10,825;0;102,96781;0;104,54031;0;1038,9185;0;1725,9417;0;3644,511;0;-0,000766484;0
69;04.09.2020 11:40:11;10,948;0;103,02247;0;104,59038;0;1039,4128;0;1727,8277;0;3622,8488;0;-0,000761599;0
70;04.09.2020 11:40:12;11,066;0;103,07575;0;104,63725;0;1039,9029;0;1729,703;0;3601,6235;0;-0,000756502;0
71;04.09.2020 11:40:13;11,184;0;103,1286;0;104,68306;0;1040,3791;0;1731,557;0;3580,7712;0;-0,000750555;0
72;04.09.2020 11:40:14;11,297;0;103,18113;0;104,72781;0;1040,8489;0;1733,4004;0;3560,3234;0;-0,000745564;0
73;04.09.2020 11:40:15;11,41;0;103,23281;0;104,77362;0;1041,3091;0;1735,2011;0;3540,2702;0;-0,000740467;0
74;04.09.2020 11:40:16;11,519;0;103,28385;0;104,8173;0;1041,7598;0;1736,9806;0;3520,6113;0;-0,000734839;0
75;04.09.2020 11:40:17;11,626;0;103,33479;0;104,85993;0;1042,2019;0;1738,7067;0;3501,3252;0;-0,000729636;0
76;04.09.2020 11:40:18;11,73;0;103,38487;0;104,90361;0;1042,6366;0;1740,4755;0;3482,4441;0;-0,000724645;0
77;04.09.2020 11:40:19;11,833;0;103,43421;0;104,94303;0;1043,0638;0;1742,1803;0;3463,9039;0;-0,000719548;0
78;04.09.2020 11:40:20;11,934;0;103,48217;0;104,98458;0;1043,4792;0;1743,8745;0;3445,7578;0;-0,00071445;0
79;04.09.2020 11:40:21;12,032;0;103,5296;0;105,02293;0;1043,8894;0;1745,5367;0;3427,9635;0;-0,000709035;0
80;04.09.2020 11:40:22;12,128;0;103,5765;0;105,06128;0;1044,291;0;1747,167;0;3410,5315;0;-0,000704999;0
81;04.09.2020 11:40:23;12,221;0;103,62297;0;105,09857;0;1044,6863;0;1748,7866;0;3393,4831;0;-0,000699053;0
82;04.09.2020 11:40:24;12,313;0;103,66869;0;105,13692;0;1045,0709;0;1750,3636;0;3376,7544;0;-0,000695017;0
83;04.09.2020 11:40:25;12,404;0;103,71293;0;105,17101;0;1045,448;0;1751,9619;0;3360,3772;0;-0,000690451;0
84;04.09.2020 11:40:26;12,492;0;103,7577;0;105,20617;0;1045,8177;0;1753,4856;0;3344,3515;0;-0,000685885;0
85;04.09.2020 11:40:27;12,58;0;103,80023;0;105,24133;0;1046,1831;0;1755,0093;0;3328,6137;0;-0,000681213;0
86;04.09.2020 11:40:28;12,664;0;103,8433;0;105,27542;0;1046,5379;0;1756,4797;0;3313,2488;0;-0,000676753;0
87;04.09.2020 11:40:29;12,746;0;103,88541;0;105,30844;0;1046,8873;0;1757,9821;0;3298,1929;0;-0,000671656;0
88;04.09.2020 11:40:30;12,828;0;103,92742;0;105,3404;0;1047,2261;0;1759,4312;0;3283,4673;0;-0,000667514;0
89;04.09.2020 11:40:31;12,907;0;103,96793;0;105,3713;0;1047,5638;0;1760,8377;0;3269,0508;0;-0,000664116;0
90;04.09.2020 11:40:32;12,985;0;104,00781;0;105,40113;0;1047,8898;0;1762,2442;0;3254,9538;0;-0,000659019;0
91;04.09.2020 11:40:33;13,059;0;104,04726;0;105,43202;0;1048,2094;0;1763,64;0;3241,1443;0;-0,000655727;0
92;04.09.2020 11:40:34;13,134;0;104,08586;0;105,46079;0;1048,5226;0;1764,9932;0;3227,6441;0;-0,000651267;0
93;04.09.2020 11:40:35;13,207;0;104,12457;0;105,48849;0;1048,8284;0;1766,3252;0;3214,4316;0;-0,000647232;0
94;04.09.2020 11:40:36;13,276;0;104,16211;0;105,51725;0;1049,1277;0;1767,6251;0;3201,4961;0;-0,000642666;0
95;04.09.2020 11:40:37;13,344;0;104,19901;0;105,54388;0;1049,4196;0;1768,9037;0;3188,8803;0;-0,000639798;0
96;04.09.2020 11:40:38;13,414;0;104,23421;0;105,57158;0;1049,7062;0;1770,1717;0;3176,5201;0;-0,000635869;0
97;04.09.2020 11:40:39;13,479;0;104,27047;0;105,59822;0;1049,9832;0;1771,3864;0;3164,4797;0;-0,000632153;0
98;04.09.2020 11:40:40;13,545;0;104,30492;0;105,62272;0;1050,2581;0;1772,6224;0;3152,6737;0;-0,00062833;0
99;04.09.2020 11:40:41;13,605;0;104,33948;0;105,64722;0;1050,5233;0;1773,8158;0;3141,1126;0;-0,000624401;0
100;04.09.2020 11:40:42;13,67;0;104,37287;0;105,67066;0;1050,7822;0;1774,9666;0;3129,8713;0;-0,000620896;0
101;04.09.2020 11:40:43;13,728;0;104,40552;0;105,6941;0;1051,0368;0;1776,128;0;3118,8538;0;-0,000618029;0
102;04.09.2020 11:40:44;13,79;0;104,43795;0;105,71647;0;1051,2872;0;1777,2681;0;3108,1239;0;-0,000613888;0
103;04.09.2020 11:40:45;13,845;0;104,47017;0;105,73778;0;1051,5301;0;1778,3763;0;3097,5752;0;-0,000610277;0
104;04.09.2020 11:40:46;13,9;0;104,50101;0;105,76015;0;1051,7687;0;1779,4524;0;3087,3248;0;-0,000607516;0
105;04.09.2020 11:40:47;13,955;0;104,53121;0;105,78146;0;1051,9988;0;1780,518;0;3077,2663;0;-0,000604118;0
106;04.09.2020 11:40:48;14,005;0;104,56173;0;105,8017;0;1052,2268;0;1781,5622;0;3067,4421;0;-0,000601251;0
107;04.09.2020 11:40:49;14,058;0;104,59044;0;105,823;0;1052,4484;0;1782,5744;0;3057,863;0;-0,000598809;0
108;04.09.2020 11:40:50;14,106;0;104,61894;0;105,84005;0;1052,6647;0;1783,587;0;3048,4758;0;-0,00059488;0
109;04.09.2020 11:40:51;14,157;0;104,64744;0;105,86136;0;1052,8767;0;1784,5886;0;3039,2907;0;-0,000591588;0
110;04.09.2020 11:40:52;14,204;0;104,67519;0;105,87947;0;1053,0823;0;1785,5475;0;3030,3509;0;-0,000588508;0
111;04.09.2020 11:40:53;14,251;0;104,70305;0;105,89651;0;1053,29;0;1786,4852;0;3021,603;0;-0,000586066;0
112;04.09.2020 11:40:54;14,295;0;104,72889;0;105,91462;0;1053,4882;0;1787,4016;0;3013,0255;0;-0,000583093;0
113;04.09.2020 11:40:55;14,342;0;104,75569;0;105,9306;0;1053,681;0;1788,3392;0;3004,6398;0;-0,000580332;0
114;04.09.2020 11:40:56;14,385;0;104,78068;0;105,94871;0;1053,8707;0;1789,2236;0;2996,4672;0;-0,00057842;0
115;04.09.2020 11:40:57;14,429;0;104,80642;0;105,96576;0;1054,0571;0;1790,0973;0;2988,4971;0;-0,000575234;0
116;04.09.2020 11:40:58;14,47;0;104,8313;0;105,98067;0;1054,2382;0;1790,9817;0;2980,6655;0;-0,000572049;0
117;04.09.2020 11:40:59;14,51;0;104,85533;0;105,99985;0;1054,414;0;1791,8128;0;2973,0363;0;-0,00057035;0
118;04.09.2020 11:41:00;14,55;0;104,8782;0;106,01157;0;1054,5855;0;1792,6546;0;2965,5883;0;-0,000567801;0
119;04.09.2020 11:41:01;14,589;0;104,90149;0;106,02755;0;1054,7549;0;1793,4644;0;2958,3107;0;-0,000565359;0
120;04.09.2020 11:41:02;14,626;0;104,92414;0;106,04246;0;1054,919;0;1794,2529;0;2951,1823;0;-0,000562704;0
121;04.09.2020 11:41:03;14,663;0;104,94721;0;106,05525;0;1055,083;0;1795,0094;0;2944,2351;0;-0,000560474;0
122;04.09.2020 11:41:04;14,701;0;104,9688;0;106,0691;0;1055,2386;0;1795,7766;0;2937,4264;0;-0,000558563;0
123;04.09.2020 11:41:05;14,734;0;104,99007;0;106,08295;0;1055,392;0;1796,5225;0;2930,7985;0;-0,000555377;0
124;04.09.2020 11:41:06;14,77;0;105,0108;0;106,0968;0;1055,5411;0;1797,247;0;2924,3095;0;-0,000553678;0
125;04.09.2020 11:41:07;14,802;0;105,03133;0;106,10852;0;1055,6892;0;1797,9503;0;2917,9802;0;-0,000551979;0
126;04.09.2020 11:41:08;14,835;0;105,05089;0;106,1213;0;1055,8298;0;1798,6642;0;2911,8002;0;-0,000548687;0
127;04.09.2020 11:41:09;14,865;0;105,07152;0;106,13302;0;1055,9694;0;1799,3674;0;2905,7587;0;-0,000547837;0
128;04.09.2020 11:41:10;14,898;0;105,09066;0;106,14687;0;1056,1057;0;1800,028;0;2899,8663;0;-0,000545183;0
129;04.09.2020 11:41:11;14,929;0;105,10906;0;106,15539;0;1056,2368;0;1800,678;0;2894,0911;0;-0,000543271;0
130;04.09.2020 11:41:12;14,958;0;105,12756;0;106,16924;0;1056,3689;0;1801,328;0;2888,4758;0;-0,000541891;0
131;04.09.2020 11:41:13;14,985;0;105,14543;0;106,18096;0;1056,4935;0;1801,9673;0;2882,999;0;-0,000539554;0
132;04.09.2020 11:41:14;15,014;0;105,16255;0;106,19055;0;1056,6171;0;1802,5747;0;2877,6288;0;-0,000537749;0
133;04.09.2020 11:41:15;15,041;0;105,18084;0;106,19907;0;1056,7354;0;1803,1714;0;2872,397;0;-0,000536369;0
134;04.09.2020 11:41:16;15,065;0;105,19732;0;106,20972;0;1056,8536;0;1803,7574;0;2867,2612;0;-0,000534351;0
135;04.09.2020 11:41:17;15,093;0;105,21348;0;106,22038;0;1056,9665;0;1804,3328;0;2862,2958;0;-0,000531803;0
136;04.09.2020 11:41:18;15,118;0;105,22933;0;106,22783;0;1057,0784;0;1804,8868;0;2857,4157;0;-0,000530103;0
137;04.09.2020 11:41:19;15,139;0;105,24613;0;106,23955;0;1057,1881;0;1805,4409;0;2852,6528;0;-0,000529042;0
138;04.09.2020 11:41:20;15,164;0;105,26134;0;106,24914;0;1057,2925;0;1805,9843;0;2848,0071;0;-0,000526812;0
139;04.09.2020 11:41:21;15,186;0;105,27697;0;106,25766;0;1057,3969;0;1806,5064;0;2843,5;0;-0,000525219;0
140;04.09.2020 11:41:22;15,211;0;105,291;0;106,26512;0;1057,4982;0;1807,0286;0;2839,0567;0;-0,000523307;0
141;04.09.2020 11:41:23;15,229;0;105,30589;0;106,27471;0;1057,5951;0;1807,54;0;2834,7413;0;-0,000523095;0
142;04.09.2020 11:41:24;15,251;0;105,32035;0;106,2811;0;1057,6899;0;1808,0195;0;2830,5216;0;-0,000520653;0
143;04.09.2020 11:41:25;15,274;0;105,33407;0;106,29069;0;1057,7826;0;1808,5096;0;2826,3981;0;-0,000519697;0
144;04.09.2020 11:41:26;15,292;0;105,34736;0;106,29602;0;1057,8753;0;1808,9891;0;2822,3917;0;-0,000518529;0
145;04.09.2020 11:41:27;15,312;0;105,36129;0;106,30561;0;1057,9648;0;1809,4473;0;2818,4599;0;-0,000517998;0
146;04.09.2020 11:41:28;15,332;0;105,37427;0;106,312;0;1058,05;0;1809,8948;0;2814,6346;0;-0,000514706;0
147;04.09.2020 11:41:29;15,348;0;105,3865;0;106,32052;0;1058,1342;0;1810,321;0;2810,9053;0;-0,000514175;0
148;04.09.2020 11:41:30;15,368;0;105,3983;0;106,32798;0;1058,2162;0;1810,7366;0;2807,2612;0;-0,00051237;0
149;04.09.2020 11:41:31;15,386;0;105,41106;0;106,33224;0;1058,294;0;1811,1735;0;2803,713;0;-0,000511308;0
150;04.09.2020 11:41:32;15,4;0;105,42276;0;106,34076;0;1058,376;0;1811,589;0;2800,2394;0;-0,00051014;0
151;04.09.2020 11:41:33;15,42;0;105,43446;0;106,34609;0;1058,4506;0;1811,9833;0;2796,8617;0;-0,000509927;0
152;04.09.2020 11:41:34;15,434;0;105,44562;0;106,35142;0;1058,5251;0;1812,3882;0;2793,5479;0;-0,000508016;0
153;04.09.2020 11:41:35;15,451;0;105,45657;0;106,35781;0;1058,5944;0;1812,7504;0;2790,3513;0;-0,000506104;0
154;04.09.2020 11:41:36;15,466;0;105,46731;0;106,3642;0;1058,6658;0;1813,1234;0;2787,2187;0;-0,00050483;0
155;04.09.2020 11:41:37;15,48;0;105,47763;0;106,36953;0;1058,734;0;1813,4856;0;2784,1393;0;-0,000503874;0
156;04.09.2020 11:41:38;15,496;0;105,48816;0;106,37592;0;1058,8;0;1813,8373;0;2781,1452;0;-0,000502919;0
157;04.09.2020 11:41:39;15,51;0;105,49815;0;106,38231;0;1058,8629;0;1814,1782;0;2778,2469;0;-0,0005026;0
158;04.09.2020 11:41:40;15,522;0;105,5074;0;106,38444;0;1058,9268;0;1814,5405;0;2775,3913;0;-0,000500689;0
159;04.09.2020 11:41:41;15,537;0;105,51772;0;106,39083;0;1058,9864;0;1814,8495;0;2772,6423;0;-0,000499945;0
160;04.09.2020 11:41:42;15,549;0;105,52729;0;106,39722;0;1059,0472;0;1815,1798;0;2769,9252;0;-0,000498565;0
161;04.09.2020 11:41:43;15,561;0;105,5358;0;106,39936;0;1059,1036;0;1815,4995;0;2767,304;0;-0,000497715;0
162;04.09.2020 11:41:44;15,573;0;105,54452;0;106,40468;0;1059,159;0;1815,7978;0;2764,7467;0;-0,00049676;0
163;04.09.2020 11:41:45;15,586;0;105,55313;0;106,41001;0;1059,2144;0;1816,1068;0;2762,2321;0;-0,000496229;0
164;04.09.2020 11:41:46;15,595;0;105,56142;0;106,41427;0;1059,2666;0;1816,3945;0;2759,8027;0;-0,000494954;0
165;04.09.2020 11:41:47;15,607;0;105,57057;0;106,41747;0;1059,3167;0;1816,6716;0;2757,4479;0;-0,000494742;0
166;04.09.2020 11:41:48;15,618;0;105,5778;0;106,42066;0;1059,3678;0;1816,9486;0;2755,125;0;-0,000493892;0
167;04.09.2020 11:41:49;15,626;0;105,58546;0;106,42705;0;1059,4169;0;1817,2256;0;2752,8661;0;-0,000492937;0
168;04.09.2020 11:41:50;15,638;0;105,59375;0;106,43025;0;1059,4627;0;1817,5027;0;2750,6711;0;-0,000491238;0
169;04.09.2020 11:41:51;15,648;0;105,60098;0;106,43345;0;1059,5063;0;1817,7264;0;2748,5507;0;-0,000490919;0
170;04.09.2020 11:41:52;15,656;0;105,60843;0;106,43877;0;1059,5511;0;1817,9822;0;2746,4623;0;-0,000490176;0
171;04.09.2020 11:41:53;15,666;0;105,61545;0;106,43771;0;1059,5948;0;1818,2059;0;2744,4591;0;-0,000489857;0
172;04.09.2020 11:41:54;15,673;0;105,62225;0;106,44303;0;1059,6352;0;1818,4617;0;2742,4879;0;-0,000488902;0
173;04.09.2020 11:41:55;15,68;0;105,62863;0;106,44623;0;1059,6747;0;1818,6961;0;2740,5699;0;-0,000487309;0
174;04.09.2020 11:41:56;15,689;0;105,63544;0;106,45049;0;1059,7141;0;1818,9092;0;2738,7266;0;-0,000487521;0
175;04.09.2020 11:41:57;15,697;0;105,64214;0;106,45369;0;1059,7503;0;1819,1329;0;2736,9152;0;-0,000487096;0
176;04.09.2020 11:41:58;15,705;0;105,64788;0;106,45688;0;1059,7855;0;1819,3354;0;2735,1464;0;-0,000486247;0
177;04.09.2020 11:41:59;15,713;0;105,65437;0;106,45795;0;1059,8217;0;1819,5485;0;2733,4415;0;-0,000485503;0
